source airport,destination airport,aircraft type,distance (weighted in km),number of passengers for 2% market share (flight demand), fuel (gallons)
Dallas/Fort Worth International Airport,LaGuardia Airport,Boeing 737-600,2256.859587954902,35,2550.2679111304615
Dallas/Fort Worth International Airport,LaGuardia Airport,Boeing 767-800,2256.859587954902,35,3116.994113603898
Dallas/Fort Worth International Airport,LaGuardia Airport,Airbus A200-100,2256.859587954902,35,2337.7455852029234
Dallas/Fort Worth International Airport,LaGuardia Airport,Airbus A220-300,2256.859587954902,35,2125.2232592753844
Dallas/Fort Worth International Airport,LaGuardia Airport,Boeing 747-400,2256.859587954902,35,6375.669777826154
Dallas/Fort Worth International Airport,Detroit Metropolitan Airport,Boeing 737-600,1600.3295598423138,23,1808.384157118836
Dallas/Fort Worth International Airport,Detroit Metropolitan Airport,Boeing 767-800,1600.3295598423138,23,2210.2473031452437
Dallas/Fort Worth International Airport,Detroit Metropolitan Airport,Airbus A200-100,1600.3295598423138,23,1657.685477358933
Dallas/Fort Worth International Airport,Detroit Metropolitan Airport,Airbus A220-300,1600.3295598423138,23,1506.9867975990296
Dallas/Fort Worth International Airport,Detroit Metropolitan Airport,Boeing 747-400,1600.3295598423138,23,4520.960392797089
Dallas/Fort Worth International Airport,Philadelphia International Airport,Boeing 737-600,2115.4646442053604,33,2390.490586140867
Dallas/Fort Worth International Airport,Philadelphia International Airport,Boeing 767-800,2115.4646442053604,33,2921.7107163943933
Dallas/Fort Worth International Airport,Philadelphia International Airport,Airbus A200-100,2115.4646442053604,33,2191.283037295795
Dallas/Fort Worth International Airport,Philadelphia International Airport,Airbus A220-300,2115.4646442053604,33,1992.0754884507223
Dallas/Fort Worth International Airport,Philadelphia International Airport,Boeing 747-400,2115.4646442053604,33,5976.226465352168
Dallas/Fort Worth International Airport,Salt Lake City International Airport,Boeing 737-600,1580.1192658184416,7,1785.5463764262856
Dallas/Fort Worth International Airport,Salt Lake City International Airport,Boeing 767-800,1580.1192658184416,7,2182.3344600765718
Dallas/Fort Worth International Airport,Salt Lake City International Airport,Airbus A200-100,1580.1192658184416,7,1636.7508450574287
Dallas/Fort Worth International Airport,Salt Lake City International Airport,Airbus A220-300,1580.1192658184416,7,1487.9553136885713
Dallas/Fort Worth International Airport,Salt Lake City International Airport,Boeing 747-400,1580.1192658184416,7,4463.865941065715
Dallas/Fort Worth International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,1934.0570255816897,11,2185.4986446484995
Dallas/Fort Worth International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,1934.0570255816897,11,2671.165010125944
Dallas/Fort Worth International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,1934.0570255816897,11,2003.373757594458
Dallas/Fort Worth International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,1934.0570255816897,11,1821.2488705404162
Dallas/Fort Worth International Airport,Ronald Reagan Washington National Airport,Boeing 747-400,1934.0570255816897,11,5463.746611621249
Dallas/Fort Worth International Airport,San Diego International Airport,Boeing 737-600,1866.9569050601363,17,2109.6750156055555
Dallas/Fort Worth International Airport,San Diego International Airport,Boeing 767-800,1866.9569050601363,17,2578.4916857401236
Dallas/Fort Worth International Airport,San Diego International Airport,Airbus A200-100,1866.9569050601363,17,1933.8687643050926
Dallas/Fort Worth International Airport,San Diego International Airport,Airbus A220-300,1866.9569050601363,17,1758.0625130046294
Dallas/Fort Worth International Airport,San Diego International Airport,Boeing 747-400,1866.9569050601363,17,5274.187539013888
Dallas/Fort Worth International Airport,Baltimore/Washington International Airport,Boeing 737-600,1974.91968594828,11,2231.673751000938
Dallas/Fort Worth International Airport,Baltimore/Washington International Airport,Boeing 767-800,1974.91968594828,11,2727.6012512233688
Dallas/Fort Worth International Airport,Baltimore/Washington International Airport,Airbus A200-100,1974.91968594828,11,2045.7009384175265
Dallas/Fort Worth International Airport,Baltimore/Washington International Airport,Airbus A220-300,1974.91968594828,11,1859.7281258341147
Dallas/Fort Worth International Airport,Baltimore/Washington International Airport,Boeing 747-400,1974.91968594828,11,5579.184377502344
Dallas/Fort Worth International Airport,Tampa International Airport,Boeing 737-600,1505.0553880603163,17,1700.7236432118382
Dallas/Fort Worth International Airport,Tampa International Airport,Boeing 767-800,1505.0553880603163,17,2078.662230592247
Dallas/Fort Worth International Airport,Tampa International Airport,Airbus A200-100,1505.0553880603163,17,1558.9966729441853
Dallas/Fort Worth International Airport,Tampa International Airport,Airbus A220-300,1505.0553880603163,17,1417.2697026765318
Dallas/Fort Worth International Airport,Tampa International Airport,Boeing 747-400,1505.0553880603163,17,4251.809108029595
Dallas/Fort Worth International Airport,Austin-Bergstrom International Airport,Boeing 737-600,305.6828604489955,13,345.42387756256903
Dallas/Fort Worth International Airport,Austin-Bergstrom International Airport,Boeing 767-800,305.6828604489955,13,422.18473924314
Dallas/Fort Worth International Airport,Austin-Bergstrom International Airport,Airbus A200-100,305.6828604489955,13,316.63855443235497
Dallas/Fort Worth International Airport,Austin-Bergstrom International Airport,Airbus A220-300,305.6828604489955,13,287.85323130214084
Dallas/Fort Worth International Airport,Austin-Bergstrom International Airport,Boeing 747-400,305.6828604489955,13,863.5596939064226
Dallas/Fort Worth International Airport,Washington Dulles International Airport,Boeing 737-600,1901.2317434565102,11,2148.405834743782
Dallas/Fort Worth International Airport,Washington Dulles International Airport,Boeing 767-800,1901.2317434565102,11,2625.8293535757343
Dallas/Fort Worth International Airport,Washington Dulles International Airport,Airbus A200-100,1901.2317434565102,11,1969.3720151818006
Dallas/Fort Worth International Airport,Washington Dulles International Airport,Airbus A220-300,1901.2317434565102,11,1790.3381956198184
Dallas/Fort Worth International Airport,Washington Dulles International Airport,Boeing 747-400,1901.2317434565102,11,5371.014586859455
Dallas/Fort Worth International Airport,Nashville International Airport,Boeing 737-600,1020.6134995012422,11,1153.3007508912845
Dallas/Fort Worth International Airport,Nashville International Airport,Boeing 767-800,1020.6134995012422,11,1409.5898066449033
Dallas/Fort Worth International Airport,Nashville International Airport,Airbus A200-100,1020.6134995012422,11,1057.1923549836777
Dallas/Fort Worth International Airport,Nashville International Airport,Airbus A220-300,1020.6134995012422,11,961.0839590760703
Dallas/Fort Worth International Airport,Nashville International Airport,Boeing 747-400,1020.6134995012422,11,2883.251877228211
Dallas/Fort Worth International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,8236.980041317649,69,-1
Dallas/Fort Worth International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,8236.980041317649,69,-1
Dallas/Fort Worth International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,8236.980041317649,69,-1
Dallas/Fort Worth International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,8236.980041317649,69,-1
Dallas/Fort Worth International Airport,Paris Charles de Gaulle Airport,Boeing 747-400,8236.980041317649,69,23269.619869251506
Denver International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,1945.5326538021507,12,2198.466188826658
Denver International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,1945.5326538021507,12,2687.0142307881374
Denver International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,1945.5326538021507,12,2015.260673091103
Denver International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,1945.5326538021507,12,1832.0551573555479
Denver International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 747-400,1945.5326538021507,12,5496.165472066644
Denver International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,1037.7017513457292,15,1172.6106009895805
Denver International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,1037.7017513457292,15,1433.1907345428206
Denver International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,1037.7017513457292,15,1074.8930509071156
Denver International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,1037.7017513457292,15,977.1755008246503
Denver International Airport,Dallas/Fort Worth International Airport,Boeing 747-400,1037.7017513457292,15,2931.526502473951
Denver International Airport,O'Hare International Airport,Boeing 737-600,1436.8949920924172,19,1623.7018951267496
Denver International Airport,O'Hare International Airport,Boeing 767-800,1436.8949920924172,19,1984.5245384882498
Denver International Airport,O'Hare International Airport,Airbus A200-100,1436.8949920924172,19,1488.3934038661873
Denver International Airport,O'Hare International Airport,Airbus A220-300,1436.8949920924172,19,1353.0849126056246
Denver International Airport,O'Hare International Airport,Boeing 747-400,1436.8949920924172,19,4059.2547378168742
Denver International Airport,Los Angeles International Airport,Boeing 737-600,1377.5396522485162,36,1556.6299251353366
Denver International Airport,Los Angeles International Airport,Boeing 767-800,1377.5396522485162,36,1902.5476862765227
Denver International Airport,Los Angeles International Airport,Airbus A200-100,1377.5396522485162,36,1426.910764707392
Denver International Airport,Los Angeles International Airport,Airbus A220-300,1377.5396522485162,36,1297.1916042794471
Denver International Airport,Los Angeles International Airport,Boeing 747-400,1377.5396522485162,36,3891.5748128383416
Denver International Airport,John F. Kennedy International Airport,Boeing 737-600,2643.6540732116646,13,2987.348520494564
Denver International Airport,John F. Kennedy International Airport,Boeing 767-800,2643.6540732116646,13,3651.203747271134
Denver International Airport,John F. Kennedy International Airport,Airbus A200-100,2643.6540732116646,13,2738.402810453351
Denver International Airport,John F. Kennedy International Airport,Airbus A220-300,2643.6540732116646,13,2489.4571004121367
Denver International Airport,John F. Kennedy International Airport,Boeing 747-400,2643.6540732116646,13,7468.3713012364105
Denver International Airport,Harry Reid International Airport,Boeing 737-600,1004.9498278235023,4,1135.6006868450222
Denver International Airport,Harry Reid International Airport,Boeing 767-800,1004.9498278235023,4,1387.956395032805
Denver International Airport,Harry Reid International Airport,Airbus A200-100,1004.9498278235023,4,1040.9672962746038
Denver International Airport,Harry Reid International Airport,Airbus A220-300,1004.9498278235023,4,946.333905704185
Denver International Airport,Harry Reid International Airport,Boeing 747-400,1004.9498278235023,4,2839.001717112555
Denver International Airport,Orlando International Airport,Boeing 737-600,2517.1729391251256,5,2844.4239099668066
Denver International Airport,Orlando International Airport,Boeing 767-800,2517.1729391251256,5,3476.5181121816527
Denver International Airport,Orlando International Airport,Airbus A200-100,2517.1729391251256,5,2607.38858413624
Denver International Airport,Orlando International Airport,Airbus A220-300,2517.1729391251256,5,2370.353258305672
Denver International Airport,Orlando International Airport,Boeing 747-400,2517.1729391251256,5,7111.0597749170165
Denver International Airport,Miami International Airport,Boeing 737-600,2786.468280730962,6,3148.7296239685425
Denver International Airport,Miami International Airport,Boeing 767-800,2786.468280730962,6,3848.4473181837748
Denver International Airport,Miami International Airport,Airbus A200-100,2786.468280730962,6,2886.335488637831
Denver International Airport,Miami International Airport,Airbus A220-300,2786.468280730962,6,2623.941353307119
Denver International Airport,Miami International Airport,Boeing 747-400,2786.468280730962,6,7871.824059921356
Denver International Airport,Charlotte Douglas International Airport,Boeing 737-600,2171.099371893513,5,2453.35823706821
Denver International Airport,Charlotte Douglas International Airport,Boeing 767-800,2171.099371893513,5,2998.548956416702
Denver International Airport,Charlotte Douglas International Airport,Airbus A200-100,2171.099371893513,5,2248.9117173125264
Denver International Airport,Charlotte Douglas International Airport,Airbus A220-300,2171.099371893513,5,2044.4651975568418
Denver International Airport,Charlotte Douglas International Airport,Boeing 747-400,2171.099371893513,5,6133.395592670526
Denver International Airport,Seattle-Tacoma International Airport,Boeing 737-600,1634.8150253342374,8,1847.3529864221
Denver International Airport,Seattle-Tacoma International Airport,Boeing 767-800,1634.8150253342374,8,2257.8758722936777
Denver International Airport,Seattle-Tacoma International Airport,Airbus A200-100,1634.8150253342374,8,1693.4069042202584
Denver International Airport,Seattle-Tacoma International Airport,Airbus A220-300,1634.8150253342374,8,1539.4608220184166
