source airport,destination airport,distance (weighted in km),number of passengers for 2% market share (flight demand),Fuel for Boeing 737-600 (Gallons),Fuel for Boeing 767-800 (Gallons),Fuel for Airbus A200-100 (Gallons),Fuel for Airbus A220-300 (Gallons)
Washington Dulles International Airport,Harry Reid International Airport,3269.9081725659385,3,4803.526328420498,6004.407910525622,4634.981544967148,4002.9386070170817
Washington Dulles International Airport,Orlando International Airport,1217.9650953431274,4,1789.2023548743607,2236.502943592951,1726.4233248787693,1491.0019623953006
Washington Dulles International Airport,Miami International Airport,1478.3031282008699,4,2171.6414109962493,2714.5517637453117,2095.443466750767,1809.7011758302076
Washington Dulles International Airport,Charlotte Douglas International Airport,517.5470684373377,4,760.2815853647539,950.3519817059424,733.6050385098503,633.5679878039615
Washington Dulles International Airport,Seattle-Tacoma International Airport,3643.4472456814005,6,5352.2587935881365,6690.32349198517,5164.46023942715,4460.2156613234465
Washington Dulles International Airport,Phoenix Sky Harbor International Airport,3100.2380897156195,7,4554.279356608063,5692.849195760079,4394.480080937606,3795.2327971733853
Washington Dulles International Airport,Newark Liberty International Airport,341.8255250054387,9,502.1449601752306,627.6812002190381,484.52583876557344,418.4541334793588
Washington Dulles International Airport,San Francisco International Airport,3819.8298726619337,10,5611.366556823,7014.20819602875,5414.476502197633,4676.1387973525
Washington Dulles International Airport,George Bush Intercontinental Airport,1898.6587705974991,10,2789.1478634688388,3486.4348293360486,2691.283026154143,2324.289886224032
Washington Dulles International Airport,Logan International Airport,665.704307160448,7,977.9259837375923,1222.4074796719906,943.6127913257471,814.938319781327
Washington Dulles International Airport,Fort Lauderdale-Hollywood International Airport,1445.9694645339316,4,2124.1429503295226,2655.1786879119036,2049.6116187390135,1770.119125274602
Washington Dulles International Airport,Minneapolis-Saint Paul International Airport,1449.5852332203401,5,2129.454549055248,2661.8181863190607,2054.736845579626,1774.5454575460403
Washington Dulles International Airport,LaGuardia Airport,368.0703156996896,9,540.698808305098,675.8735103813725,521.7269202943929,450.5823402542483
Washington Dulles International Airport,Detroit Metropolitan Airport,614.5352952074066,6,902.7582165880882,1128.4477707351102,871.0824896902607,752.2985138234068
Washington Dulles International Airport,Philadelphia International Airport,-1,9,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Washington Dulles International Airport,Salt Lake City International Airport,2899.1395085665085,2,4258.863620697735,5323.579525872169,4109.429809445184,3549.0530172481126
Washington Dulles International Airport,Ronald Reagan Washington National Airport,-1,3,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Washington Dulles International Airport,San Diego International Airport,3564.0543267748367,5,5235.629837626179,6544.537297032724,5051.923527534034,4363.024864688483
Washington Dulles International Airport,Baltimore/Washington International Airport,-1,3,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Washington Dulles International Airport,Tampa International Airport,1301.0957823832478,4,1911.3221279148224,2389.152659893528,1844.258193602022,1592.7684399290188
Washington Dulles International Airport,Austin-Bergstrom International Airport,2066.9332919884228,3,3036.3447421718174,3795.4309277147718,2929.8063301657885,2530.2872851431807
Washington Dulles International Airport,Nashville International Airport,868.6376885588453,3,1276.0370587338255,1595.0463234172819,1231.263828602814,1063.364215611521
Washington Dulles International Airport,Paris Charles de Gaulle Airport,6376.490798830063,18,9367.125869799516,11708.907337249395,9038.454786648657,7805.938224832929
Nashville International Airport,Hartsfield-Jackson Atlanta International Airport,345.3246518200581,8,507.28521087753603,634.10651359692,489.48572979411375,422.73767573128004
Nashville International Airport,Dallas/Fort Worth International Airport,1011.3410056647734,11,1485.6695941739144,1857.0869927173926,1433.5408364836017,1238.0579951449286
Nashville International Airport,Denver International Airport,1617.6794494025823,4,2376.3865576850185,2970.4831971062727,2293.004573204843,1980.3221314041818
Nashville International Airport,O'Hare International Airport,658.5066713942883,13,967.3525880700321,1209.19073508754,933.4103919973994,806.1271567250267
Nashville International Airport,Los Angeles International Airport,2852.12121369787,25,4189.793296578599,5237.241620723249,4042.7830054705787,3491.494413815499
Nashville International Airport,John F. Kennedy International Airport,1238.0626955852497,9,1818.7259215332217,2273.4074019165273,1754.9109769180213,1515.604934611018
Nashville International Airport,Harry Reid International Airport,2522.0994101073093,3,3704.9881158703906,4631.235144837988,3574.988532857395,3087.490096558659
Nashville International Airport,Orlando International Airport,998.9359485110044,4,1467.4464467645694,1834.308058455712,1415.9570977552867,1222.8720389704745
Nashville International Airport,Miami International Airport,1308.7799993928281,4,1922.610316075119,2403.262895093899,1855.1503049847643,1602.1752633959322
Nashville International Airport,Charlotte Douglas International Airport,529.108918688386,4,777.2660537825885,971.5825672282358,749.9935606674102,647.7217114854905
Nashville International Airport,Seattle-Tacoma International Airport,3134.4630560775254,6,4604.556158992918,5755.695198741148,4442.992784993167,3837.1301324940987
Nashville International Airport,Phoenix Sky Harbor International Airport,2304.3871922343,7,3385.1667889763153,4231.458486220394,3266.389006906971,2820.9723241469287
Nashville International Airport,Newark Liberty International Airport,1208.4693238017487,9,1775.2529758091118,2219.0662197613897,1712.9633977105466,1479.377479840926
Nashville International Airport,San Francisco International Airport,3119.5557372473213,10,4582.657165287889,5728.321456609861,4421.862177032175,3818.8809710732407
Nashville International Airport,George Bush Intercontinental Airport,1052.0582292400238,10,1545.4835843968938,1931.854480496117,1491.2560902075293,1287.9029869974113
Nashville International Airport,Logan International Airport,1526.0129166587208,7,2241.727545800709,2802.1594322508854,2163.0704389305088,1868.106288167257
Nashville International Airport,Fort Lauderdale-Hollywood International Airport,1286.6648034722728,4,1890.1228820995022,2362.653602624378,1823.8027809732043,1575.1024017495852
Nashville International Airport,Minneapolis-Saint Paul International Airport,1114.6089472683311,5,1637.3711864498905,2046.7139830623628,1579.9195658727015,1364.4759887082416
Nashville International Airport,LaGuardia Airport,1235.7117868757935,9,1815.2724141912329,2269.090517739041,1751.5786452722425,1512.7270118260271
Nashville International Airport,Detroit Metropolitan Airport,738.3302246166248,6,1084.6141499537966,1355.7676874422457,1046.5575131133128,903.8451249614972
Nashville International Airport,Philadelphia International Airport,1090.6376878796973,9,1602.1571775169293,2002.6964718961615,1545.9411362005458,1335.1309812641077
Nashville International Airport,Salt Lake City International Airport,2234.9015863363625,2,3283.091770424624,4103.86471303078,3167.8955679535857,2735.909808687187
Nashville International Airport,Ronald Reagan Washington National Airport,906.9166114538293,3,1332.2691619752281,1665.336452469035,1285.5228755901326,1110.2243016460234
Nashville International Airport,San Diego International Airport,2780.514582357463,5,4084.6024713991774,5105.753089248972,3941.283086437803,3403.8353928326474
Nashville International Airport,Baltimore/Washington International Airport,948.7754422198836,3,1393.7601840622056,1742.200230077757,1344.8563179547598,1161.4668200518379
Nashville International Airport,Tampa International Airport,991.8996277201363,4,1457.1100243360384,1821.387530420048,1405.9833568154759,1214.2583536133652
Nashville International Airport,Austin-Bergstrom International Airport,1210.386644433785,3,1778.0695381252278,2222.586922656535,1715.681133278729,1481.7246151043566
Nashville International Airport,Washington Dulles International Airport,875.4691681025321,3,1286.072567414308,1607.5907092678847,1240.9472141717006,1071.727139511923
Nashville International Airport,Paris Charles de Gaulle Airport,7247.354568777,18,10646.433063348324,13308.041329185406,10272.874008494,8872.02755279027
Paris Charles de Gaulle Airport,Hartsfield-Jackson Atlanta International Airport,6839.184761286936,58,10046.82771871068,12558.534648388351,9694.307447878728,8372.3564322589
Paris Charles de Gaulle Airport,Dallas/Fort Worth International Airport,7668.809079612741,72,11265.553764050583,14081.942205063227,10870.271175838285,9387.961470042152
Paris Charles de Gaulle Airport,Denver International Airport,7565.147505155193,28,11113.273921353468,13891.592401691834,10723.334485516505,9261.061601127889
Paris Charles de Gaulle Airport,O'Hare International Airport,6471.144752634625,90,9506.17343174757,11882.716789684464,9172.623486773971,7921.811193122974
Paris Charles de Gaulle Airport,Los Angeles International Airport,8738.583682841783,172,12837.06287100324,16046.328588754051,12386.639612371551,10697.552392502701
Paris Charles de Gaulle Airport,John F. Kennedy International Airport,5686.27658188417,63,8353.194594552711,10441.493243190887,8060.100047375423,6960.995495460591
Paris Charles de Gaulle Airport,Harry Reid International Airport,8401.558503674161,21,12341.969664700166,15427.462080875206,11908.918097517704,10284.974720583468
Paris Charles de Gaulle Airport,Orlando International Airport,7010.971828521029,25,10299.184560797037,12873.980700996295,9937.809663926968,8582.653800664197
Paris Charles de Gaulle Airport,Miami International Airport,7134.079250851285,29,10480.030539699046,13100.038174623807,10112.310169885046,8733.358783082536
Paris Charles de Gaulle Airport,Charlotte Douglas International Airport,6506.3507563687845,25,9557.891387399763,11947.364234249704,9222.526777315561,7964.909489499802
Paris Charles de Gaulle Airport,Seattle-Tacoma International Airport,7765.220031264176,38,11407.182372612497,14258.977965765622,11006.930359538377,9505.985310510414
Paris Charles de Gaulle Airport,Phoenix Sky Harbor International Airport,8460.20890056833,45,12428.127657764653,15535.159572205814,11992.053003106244,10356.773048137211
Paris Charles de Gaulle Airport,Newark Liberty International Airport,5708.388694065843,63,8385.677498486464,10482.09687310808,8091.4432002939575,6988.064582072053
Paris Charles de Gaulle Airport,San Francisco International Airport,8609.605923558556,66,12647.593311064042,15809.491638830052,12203.818107167059,10539.661092553368
Paris Charles de Gaulle Airport,George Bush Intercontinental Airport,7785.896471732479,67,11437.556261090709,14296.945326363384,11036.238497543669,9531.296884242256
Paris Charles de Gaulle Airport,Logan International Airport,5402.336062599801,46,7936.083260500302,9920.104075625377,7657.624198728362,6613.402717083584
Paris Charles de Gaulle Airport,Fort Lauderdale-Hollywood International Airport,7105.100598476333,29,10437.46062265578,13046.825778319726,10071.233934141545,8697.88385221315
Paris Charles de Gaulle Airport,Minneapolis-Saint Paul International Airport,6574.152162484239,35,9657.4923003893,12071.865375486625,9318.632921428272,8047.910250324417
Paris Charles de Gaulle Airport,LaGuardia Airport,5684.031674105642,63,8349.896803590413,10437.371004488015,8056.917968376715,6958.247336325343
Paris Charles de Gaulle Airport,Detroit Metropolitan Airport,6183.374471274275,41,9083.436140636824,11354.295175796029,8764.71908307062,7569.530117197352
Paris Charles de Gaulle Airport,Philadelphia International Airport,5829.259626762487,58,8563.238052761435,10704.047565951794,8262.77355968209,7136.03171063453
Paris Charles de Gaulle Airport,Salt Lake City International Airport,7862.431746655999,12,11549.987310755181,14437.484138443979,11144.724598097107,9624.989425629317
Paris Charles de Gaulle Airport,Ronald Reagan Washington National Airport,6010.641573538111,20,8829.689864511603,11037.112330639504,8519.876185055058,7358.074887093003
Paris Charles de Gaulle Airport,San Diego International Airport,8781.249218751145,31,12899.738950648612,16124.673688310764,12447.116531327609,10749.782458873842
Paris Charles de Gaulle Airport,Baltimore/Washington International Airport,5965.514124141293,20,8763.397210445428,10954.246513056783,8455.90958902629,7302.831008704522
Paris Charles de Gaulle Airport,Tampa International Airport,7123.542080812921,30,10464.551336297867,13080.689170372332,10097.374096427768,8720.459446914889
Paris Charles de Gaulle Airport,Austin-Bergstrom International Airport,7910.9076066593,23,11621.198811974791,14526.498514968487,11213.437450151116,9684.332343312324
Paris Charles de Gaulle Airport,Washington Dulles International Airport,6030.7738396832,20,8859.264355712932,11074.080444641166,8548.412974810726,7382.720296427443
Paris Charles de Gaulle Airport,Nashville International Airport,6803.948343888338,19,9995.065085095022,12493.831356368775,9644.361047021514,8329.22090424585
