Origin Airport,Destination Airport,Aircraft,Flight Time (Minutes)
Denver International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,147.90275465070707
Denver International Airport,LaGuardia Airport,Boeing 737-600,255.17732048579438
Denver International Airport,LaGuardia Airport,Boeing 767-800,255.17732048579438
Denver International Airport,LaGuardia Airport,Airbus A200-100,268.1191831134941
Denver International Airport,LaGuardia Airport,Airbus A220-300,268.1191831134941
Denver International Airport,Detroit Metropolitan Airport,Boeing 737-600,192.88820505675224
Denver International Airport,Detroit Metropolitan Airport,Boeing 767-800,192.88820505675224
Denver International Airport,Detroit Metropolitan Airport,Airbus A200-100,201.19962973045298
Denver International Airport,Detroit Metropolitan Airport,Airbus A220-300,201.19962973045298
Denver International Airport,Philadelphia International Airport,Boeing 737-600,248.2309632846243
Denver International Airport,Philadelphia International Airport,Boeing 767-800,248.2309632846243
Denver International Airport,Philadelphia International Airport,Airbus A200-100,260.56193086202353
Denver International Airport,Philadelphia International Airport,Airbus A220-300,260.56193086202353
Denver International Airport,Salt Lake City International Airport,Boeing 737-600,111.65381926876378
Denver International Airport,Salt Lake City International Airport,Boeing 767-800,111.65381926876378
Denver International Airport,Salt Lake City International Airport,Airbus A200-100,112.82111317652483
Denver International Airport,Salt Lake City International Airport,Airbus A220-300,112.82111317652483
Denver International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,232.24820882170775
Denver International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,232.24820882170775
Denver International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,244.02113580280079
Denver International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,244.02113580280079
Denver International Airport,San Diego International Airport,Boeing 737-600,161.90334935932074
Denver International Airport,San Diego International Airport,Boeing 767-800,161.90334935932074
Denver International Airport,San Diego International Airport,Airbus A200-100,167.48982130864266
Denver International Airport,San Diego International Airport,Airbus A220-300,167.48982130864266
Denver International Airport,Baltimore/Washington International Airport,Boeing 737-600,240.79550399021548
Denver International Airport,Baltimore/Washington International Airport,Boeing 767-800,240.79550399021548
Denver International Airport,Baltimore/Washington International Airport,Airbus A200-100,252.4725625980471
Denver International Airport,Baltimore/Washington International Airport,Airbus A220-300,252.4725625980471
Denver International Airport,Tampa International Airport,Boeing 737-600,242.79924634439902
Denver International Airport,Tampa International Airport,Boeing 767-800,242.79924634439902
Denver International Airport,Tampa International Airport,Airbus A200-100,254.65252340037523
Denver International Airport,Tampa International Airport,Airbus A220-300,254.65252340037523
Denver International Airport,Austin-Bergstrom International Airport,Boeing 737-600,154.56708969901678
Denver International Airport,Austin-Bergstrom International Airport,Boeing 767-800,154.56708969901678
Denver International Airport,Austin-Bergstrom International Airport,Airbus A200-100,159.5083767572645
Denver International Airport,Austin-Bergstrom International Airport,Airbus A220-300,159.5083767572645
Denver International Airport,Washington Dulles International Airport,Boeing 737-600,229.6223737408797
Denver International Airport,Washington Dulles International Airport,Boeing 767-800,229.6223737408797
Denver International Airport,Washington Dulles International Airport,Airbus A200-100,241.1643725379869
Denver International Airport,Washington Dulles International Airport,Airbus A220-300,241.1643725379869
Denver International Airport,Nashville International Airport,Boeing 737-600,180.76662405230252
Denver International Airport,Nashville International Airport,Boeing 767-800,180.76662405230252
Denver International Airport,Nashville International Airport,Airbus A200-100,188.01202035703483
Denver International Airport,Nashville International Airport,Airbus A220-300,188.01202035703483
Denver International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,628.7477013397871
Denver International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,628.7477013397871
Denver International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,674.5430856038558
Denver International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,674.5430856038558
O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,138.15000120635526
O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,138.15000120635526
O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,141.4444066293788
O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,141.4444066293788
O'Hare International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,158.798098283655
O'Hare International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,158.798098283655
O'Hare International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,163.90839366703392
O'Hare International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,163.90839366703392
O'Hare International Airport,Denver International Airport,Boeing 737-600,167.8884165947125
O'Hare International Airport,Denver International Airport,Boeing 767-800,167.8884165947125
O'Hare International Airport,Denver International Airport,Airbus A200-100,173.79815696789788
O'Hare International Airport,Denver International Airport,Airbus A220-300,173.79815696789788
O'Hare International Airport,Los Angeles International Airport,Boeing 737-600,264.76125333622616
O'Hare International Airport,Los Angeles International Airport,Boeing 767-800,264.76125333622616
O'Hare International Airport,Los Angeles International Airport,Airbus A200-100,278.51877474326227
O'Hare International Airport,Los Angeles International Airport,Airbus A220-300,278.51877474326227
O'Hare International Airport,John F. Kennedy International Airport,Boeing 737-600,150.70556242883654
O'Hare International Airport,John F. Kennedy International Airport,Boeing 767-800,150.70556242883654
O'Hare International Airport,John F. Kennedy International Airport,Airbus A200-100,155.28005179336287
O'Hare International Airport,John F. Kennedy International Airport,Airbus A220-300,155.28005179336287
O'Hare International Airport,Harry Reid International Airport,Boeing 737-600,233.22223827313638
O'Hare International Airport,Harry Reid International Airport,Boeing 767-800,233.22223827313638
O'Hare International Airport,Harry Reid International Airport,Airbus A200-100,245.05362897179577
O'Hare International Airport,Harry Reid International Airport,Airbus A220-300,245.05362897179577
O'Hare International Airport,Orlando International Airport,Boeing 737-600,180.5951199800324
O'Hare International Airport,Orlando International Airport,Boeing 767-800,180.5951199800324
O'Hare International Airport,Orlando International Airport,Airbus A200-100,187.79823644145245
O'Hare International Airport,Orlando International Airport,Airbus A220-300,187.79823644145245
O'Hare International Airport,Miami International Airport,Boeing 737-600,202.05128633244277
O'Hare International Airport,Miami International Airport,Boeing 767-800,202.05128633244277
O'Hare International Airport,Miami International Airport,Airbus A200-100,211.14135813513212
O'Hare International Airport,Miami International Airport,Airbus A220-300,211.14135813513212
O'Hare International Airport,Charlotte Douglas International Airport,Boeing 737-600,135.3217372032205
O'Hare International Airport,Charlotte Douglas International Airport,Boeing 767-800,135.3217372032205
O'Hare International Airport,Charlotte Douglas International Airport,Airbus A200-100,138.54330122675887
O'Hare International Airport,Charlotte Douglas International Airport,Airbus A220-300,138.54330122675887
O'Hare International Airport,Seattle-Tacoma International Airport,Boeing 737-600,262.0688530696386
O'Hare International Airport,Seattle-Tacoma International Airport,Boeing 767-800,262.0688530696386
O'Hare International Airport,Seattle-Tacoma International Airport,Airbus A200-100,275.58959223979105
O'Hare International Airport,Seattle-Tacoma International Airport,Airbus A220-300,275.58959223979105
O'Hare International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,225.34799169587893
O'Hare International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,225.34799169587893
O'Hare International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,236.4868844247993
O'Hare International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,236.4868844247993
O'Hare International Airport,Newark Liberty International Airport,Boeing 737-600,148.36581321561118
O'Hare International Airport,Newark Liberty International Airport,Boeing 767-800,148.36581321561118
O'Hare International Airport,Newark Liberty International Airport,Airbus A200-100,152.73453412166214
O'Hare International Airport,Newark Liberty International Airport,Airbus A220-300,152.73453412166214
O'Hare International Airport,San Francisco International Airport,Boeing 737-600,275.53292105588605
O'Hare International Airport,San Francisco International Airport,Boeing 767-800,275.53292105588605
O'Hare International Airport,San Francisco International Airport,Airbus A200-100,290.23775316158793
O'Hare International Airport,San Francisco International Airport,Airbus A220-300,290.23775316158793
O'Hare International Airport,George Bush Intercontinental Airport,Boeing 737-600,170.1713456577476
O'Hare International Airport,George Bush Intercontinental Airport,Boeing 767-800,170.1713456577476
O'Hare International Airport,George Bush Intercontinental Airport,Airbus A200-100,176.45774678845285
O'Hare International Airport,George Bush Intercontinental Airport,Airbus A220-300,176.45774678845285
O'Hare International Airport,Logan International Airport,Boeing 737-600,164.71004002447017
O'Hare International Airport,Logan International Airport,Boeing 767-800,164.71004002447017
O'Hare International Airport,Logan International Airport,Airbus A200-100,170.51614846608283
O'Hare International Airport,Logan International Airport,Airbus A220-300,170.51614846608283
O'Hare International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,200.32345206124518
O'Hare International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,200.32345206124518
O'Hare International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,209.2615700594517
O'Hare International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,209.2615700594517
O'Hare International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,98.89612058713686
O'Hare International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,98.89612058713686
O'Hare International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,99.76180337046402
O'Hare International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,99.76180337046402
O'Hare International Airport,LaGuardia Airport,Boeing 737-600,149.96716311299852
O'Hare International Airport,LaGuardia Airport,Boeing 767-800,149.96716311299852
O'Hare International Airport,LaGuardia Airport,Airbus A200-100,154.4767141977723
