type (arrival/departure),airport,arrival/departure time,aircraft flight number,number of passengers,aircraft tail number
arrival,Harry Reid International Airport,1315,275,48,N00047
departure,Harry Reid International Airport,1341,336,16,N00047
arrival,Denver International Airport,1497,336,16,N00047
departure,Denver International Airport,1533,379,108,N00047
arrival,Los Angeles International Airport,1716,379,108,N00047
departure,Los Angeles International Airport,1742,427,101,N00047
arrival,O'Hare International Airport,2040,427,101,N00047
departure,O'Hare International Airport,2066,495,123,N00047
arrival,Hartsfield-Jackson Atlanta International Airport,2222,495,123,N00047
departure,Hartsfield-Jackson Atlanta International Airport,2248,538,33,N00047
arrival,Charlotte Douglas International Airport,2349,538,33,N00047
departure,Charlotte Douglas International Airport,2375,569,33,N00047
arrival,Hartsfield-Jackson Atlanta International Airport,2476,569,33,N00047
departure,Hartsfield-Jackson Atlanta International Airport,2512,601,54,N00047
arrival,Detroit Metropolitan Airport,2664,601,54,N00047
departure,Detroit Metropolitan Airport,2690,654,18,N00047
arrival,Washington Dulles International Airport,2815,654,18,N00047
departure,Washington Dulles International Airport,2841,694,18,N00047
arrival,Detroit Metropolitan Airport,2965,694,18,N00047
departure,Detroit Metropolitan Airport,2991,733,54,N00047
arrival,Los Angeles International Airport,3309,733,54,N00047
departure,Los Angeles International Airport,3345,825,92,N00047
arrival,Newark Liberty International Airport,3728,825,92,N00047
departure,Newark Liberty International Airport,3754,931,36,N00047
arrival,Charlotte Douglas International Airport,3896,931,36,N00047
departure,Charlotte Douglas International Airport,3922,975,36,N00047
arrival,Newark Liberty International Airport,4064,975,36,N00047
departure,Newark Liberty International Airport,4100,1018,66,N00047
arrival,San Francisco International Airport,4485,1018,66,N00047
departure,San Francisco International Airport,4521,1123,66,N00047
arrival,LaGuardia Airport,4919,1123,66,N00047
departure,LaGuardia Airport,4945,1239,23,N00047
arrival,Logan International Airport,5033,1239,23,N00047
departure,Logan International Airport,null,1269,30,N00047
arrival,Detroit Metropolitan Airport,null,1269,30,N00047
departure,Hartsfield-Jackson Atlanta International Airport,86,48,104,N00048
arrival,Philadelphia International Airport,247,48,104,N00048
departure,Philadelphia International Airport,273,86,160,N00048
arrival,Los Angeles International Airport,640,86,160,N00048
departure,Los Angeles International Airport,676,165,2,N00048
arrival,Logan International Airport,1083,165,2,N00048
departure,Logan International Airport,1119,276,88,N00048
arrival,Paris Charles de Gaulle Airport,1625,276,88,N00048
departure,Paris Charles de Gaulle Airport,1661,407,63,N00048
arrival,John F. Kennedy International Airport,2168,407,63,N00048
departure,John F. Kennedy International Airport,2194,525,30,N00048
arrival,Baltimore/Washington International Airport,2282,525,30,N00048
departure,Baltimore/Washington International Airport,2318,551,27,N00048
arrival,John F. Kennedy International Airport,2406,551,27,N00048
departure,John F. Kennedy International Airport,2432,584,68,N00048
arrival,Minneapolis-Saint Paul International Airport,2632,584,68,N00048
departure,Minneapolis-Saint Paul International Airport,2658,643,68,N00048
arrival,Newark Liberty International Airport,2858,643,68,N00048
departure,Newark Liberty International Airport,2884,709,56,N00048
arrival,Fort Lauderdale-Hollywood International Airport,3089,709,56,N00048
departure,Fort Lauderdale-Hollywood International Airport,3115,766,12,N00048
arrival,Orlando International Airport,3202,766,12,N00048
departure,Orlando International Airport,3228,794,12,N00048
arrival,Miami International Airport,3317,794,12,N00048
departure,Miami International Airport,3353,829,26,N00048
arrival,Hartsfield-Jackson Atlanta International Airport,3505,829,26,N00048
departure,Hartsfield-Jackson Atlanta International Airport,3531,871,56,N00048
arrival,John F. Kennedy International Airport,3703,871,56,N00048
departure,John F. Kennedy International Airport,3729,924,30,N00048
arrival,Washington Dulles International Airport,3828,924,30,N00048
departure,Washington Dulles International Airport,3854,956,21,N00048
arrival,Logan International Airport,3982,956,21,N00048
departure,Logan International Airport,4008,998,27,N00048
arrival,Charlotte Douglas International Airport,4173,998,27,N00048
departure,Charlotte Douglas International Airport,4209,1044,66,N00048
arrival,Los Angeles International Airport,4544,1044,66,N00048
departure,Los Angeles International Airport,4580,1140,92,N00048
arrival,LaGuardia Airport,4965,1140,92,N00048
departure,LaGuardia Airport,5001,1249,35,N00048
arrival,Dallas/Fort Worth International Airport,null,1249,35,N00048
departure,Dallas/Fort Worth International Airport,86,49,140,N00049
arrival,LaGuardia Airport,334,49,140,N00049
departure,LaGuardia Airport,370,108,20,N00049
arrival,Los Angeles International Airport,744,108,20,N00049
departure,Los Angeles International Airport,780,193,105,N00049
arrival,Detroit Metropolitan Airport,1105,193,105,N00049
departure,Detroit Metropolitan Airport,1131,281,80,N00049
arrival,John F. Kennedy International Airport,1271,281,80,N00049
departure,John F. Kennedy International Airport,1297,329,112,N00049
arrival,Hartsfield-Jackson Atlanta International Airport,1468,329,112,N00049
departure,Hartsfield-Jackson Atlanta International Airport,1504,371,42,N00049
arrival,Los Angeles International Airport,1820,371,42,N00049
departure,Los Angeles International Airport,1856,449,160,N00049
arrival,Philadelphia International Airport,2233,449,160,N00049
departure,Philadelphia International Airport,2259,542,4,N00049
arrival,O'Hare International Airport,2421,542,4,N00049
departure,O'Hare International Airport,2447,589,42,N00049
arrival,Baltimore/Washington International Airport,2603,589,42,N00049
departure,Baltimore/Washington International Airport,2639,637,21,N00049
arrival,Logan International Airport,2762,637,21,N00049
departure,Logan International Airport,2788,683,84,N00049
arrival,Hartsfield-Jackson Atlanta International Airport,2981,683,84,N00049
departure,Hartsfield-Jackson Atlanta International Airport,3007,738,112,N00049
arrival,Los Angeles International Airport,3323,738,112,N00049
departure,Los Angeles International Airport,3359,831,121,N00049
arrival,Logan International Airport,3761,831,121,N00049
departure,Logan International Airport,3787,938,14,N00049
arrival,Baltimore/Washington International Airport,3910,938,14,N00049
departure,Baltimore/Washington International Airport,3936,978,12,N00049
arrival,Charlotte Douglas International Airport,4082,978,12,N00049
departure,Charlotte Douglas International Airport,4118,1026,24,N00049
arrival,Detroit Metropolitan Airport,4256,1026,24,N00049
departure,Detroit Metropolitan Airport,4282,1071,18,N00049
arrival,Nashville International Airport,4415,1071,18,N00049
departure,Nashville International Airport,4441,1107,8,N00049
arrival,Hartsfield-Jackson Atlanta International Airport,4541,1107,8,N00049
departure,Hartsfield-Jackson Atlanta International Airport,4567,1138,21,N00049
arrival,Logan International Airport,4762,1138,21,N00049
departure,Logan International Airport,4788,1196,22,N00049
arrival,John F. Kennedy International Airport,4876,1196,22,N00049
departure,John F. Kennedy International Airport,4902,1227,35,N00049
arrival,Dallas/Fort Worth International Airport,null,1227,35,N00049
departure,Denver International Airport,86,50,32,N00050
arrival,Seattle-Tacoma International Airport,288,50,32,N00050
departure,Seattle-Tacoma International Airport,314,97,160,N00050
arrival,Los Angeles International Airport,508,97,160,N00050
departure,Los Angeles International Airport,534,142,160,N00050
arrival,George Bush Intercontinental Airport,779,142,160,N00050
departure,George Bush Intercontinental Airport,815,203,53,N00050
arrival,O'Hare International Airport,1007,203,53,N00050
departure,O'Hare International Airport,1033,254,72,N00050
arrival,Orlando International Airport,1235,254,72,N00050
departure,Orlando International Airport,1261,317,20,N00050
arrival,Charlotte Douglas International Airport,1396,317,20,N00050
departure,Charlotte Douglas International Airport,1422,356,48,N00050
arrival,John F. Kennedy International Airport,1566,356,48,N00050
departure,John F. Kennedy International Airport,1602,392,60,N00050
arrival,Paris Charles de Gaulle Airport,2132,392,60,N00050
departure,Paris Charles de Gaulle Airport,2168,516,126,N00050
arrival,LaGuardia Airport,2675,516,126,N00050
departure,LaGuardia Airport,2701,658,30,N00050
arrival,Washington Dulles International Airport,2800,658,30,N00050
departure,Washington Dulles International Airport,2836,692,12,N00050
arrival,Charlotte Douglas International Airport,2949,692,12,N00050
departure,Charlotte Douglas International Airport,2975,730,12,N00050
arrival,Ronald Reagan Washington National Airport,3087,730,12,N00050
departure,Ronald Reagan Washington National Airport,3113,762,18,N00050
arrival,Newark Liberty International Airport,3202,762,18,N00050
departure,Newark Liberty International Airport,3228,795,20,N00050
arrival,Ronald Reagan Washington National Airport,3317,795,20,N00050
departure,Ronald Reagan Washington National Airport,3343,830,14,N00050
arrival,Logan International Airport,3470,830,14,N00050
departure,Logan International Airport,3506,864,74,N00050
arrival,Los Angeles International Airport,3897,864,74,N00050
departure,Los Angeles International Airport,3933,976,126,N00050
arrival,Fort Lauderdale-Hollywood International Airport,4302,976,126,N00050
departure,Fort Lauderdale-Hollywood International Airport,4328,1083,64,N00050
arrival,Dallas/Fort Worth International Airport,4541,1083,64,N00050
departure,Dallas/Fort Worth International Airport,4577,1139,17,N00050
arrival,O'Hare International Airport,4757,1139,17,N00050
departure,O'Hare International Airport,4783,1195,42,N00050
arrival,George Bush Intercontinental Airport,4974,1195,42,N00050
departure,George Bush Intercontinental Airport,5000,1252,32,N00050
arrival,Tampa International Airport,null,1252,32,N00050
departure,O'Hare International Airport,86,51,160,N00051
arrival,LaGuardia Airport,255,51,160,N00051
departure,LaGuardia Airport,281,92,160,N00051
arrival,Los Angeles International Airport,655,92,160,N00051
departure,Los Angeles International Airport,681,170,160,N00051
arrival,San Francisco International Airport,793,170,160,N00051
departure,San Francisco International Airport,829,208,96,N00051
arrival,Phoenix Sky Harbor International Airport,986,208,96,N00051
departure,Phoenix Sky Harbor International Airport,1012,249,100,N00051
arrival,Dallas/Fort Worth International Airport,1197,249,100,N00051
departure,Dallas/Fort Worth International Airport,1223,305,84,N00051
arrival,Seattle-Tacoma International Airport,1506,305,84,N00051
departure,Seattle-Tacoma International Airport,1542,381,57,N00051
arrival,San Francisco International Airport,1702,381,57,N00051
departure,San Francisco International Airport,1728,426,148,N00051
arrival,Los Angeles International Airport,1841,426,148,N00051
departure,Los Angeles International Airport,1867,455,160,N00051
arrival,Hartsfield-Jackson Atlanta International Airport,2190,455,160,N00051
departure,Hartsfield-Jackson Atlanta International Airport,2216,529,80,N00051
arrival,O'Hare International Airport,2371,529,80,N00051
departure,O'Hare International Airport,2407,577,42,N00051
arrival,Washington Dulles International Airport,2559,577,42,N00051
departure,Washington Dulles International Airport,2585,626,27,N00051
arrival,LaGuardia Airport,2685,626,27,N00051
departure,LaGuardia Airport,2711,662,132,N00051
arrival,San Francisco International Airport,3098,662,132,N00051
departure,San Francisco International Airport,3134,771,94,N00051
arrival,O'Hare International Airport,3445,771,94,N00051
departure,O'Hare International Airport,3471,856,28,N00051
arrival,Nashville International Airport,3601,856,28,N00051
departure,Nashville International Airport,3627,893,22,N00051
arrival,Dallas/Fort Worth International Airport,3783,893,22,N00051
departure,Dallas/Fort Worth International Airport,3809,945,52,N00051
arrival,Phoenix Sky Harbor International Airport,3993,945,52,N00051
departure,Phoenix Sky Harbor International Airport,4029,1002,64,N00051
arrival,O'Hare International Airport,4284,1002,64,N00051
departure,O'Hare International Airport,4310,1076,60,N00051
arrival,Harry Reid International Airport,4570,1076,60,N00051
departure,Harry Reid International Airport,4596,1148,28,N00051
arrival,Los Angeles International Airport,4696,1148,28,N00051
departure,Los Angeles International Airport,4732,1181,148,N00051
arrival,Orlando International Airport,null,1181,148,N00051
departure,Hartsfield-Jackson Atlanta International Airport,86,52,52,N00052
arrival,Tampa International Airport,216,52,52,N00052
departure,Tampa International Airport,242,79,156,N00052
arrival,Los Angeles International Airport,581,79,156,N00052
departure,Los Angeles International Airport,617,157,68,N00052
arrival,George Bush Intercontinental Airport,862,157,68,N00052
departure,George Bush Intercontinental Airport,888,224,140,N00052
arrival,San Francisco International Airport,1166,224,140,N00052
departure,San Francisco International Airport,1192,298,24,N00052
arrival,Salt Lake City International Airport,1343,298,24,N00052
departure,Salt Lake City International Airport,1379,344,16,N00052
arrival,Phoenix Sky Harbor International Airport,1518,344,16,N00052
departure,Phoenix Sky Harbor International Airport,1544,384,129,N00052
arrival,Los Angeles International Airport,1667,384,129,N00052
departure,Los Angeles International Airport,1693,418,160,N00052
arrival,O'Hare International Airport,1991,418,160,N00052
departure,O'Hare International Airport,2017,485,90,N00052
arrival,John F. Kennedy International Airport,2187,485,90,N00052
departure,John F. Kennedy International Airport,2213,528,30,N00052
arrival,Ronald Reagan Washington National Airport,2311,528,30,N00052
departure,Ronald Reagan Washington National Airport,2337,556,27,N00052
arrival,John F. Kennedy International Airport,2435,556,27,N00052
departure,John F. Kennedy International Airport,2471,595,40,N00052
arrival,Nashville International Airport,2641,595,40,N00052
departure,Nashville International Airport,2667,646,12,N00052
arrival,Charlotte Douglas International Airport,2778,646,12,N00052
departure,Charlotte Douglas International Airport,2804,686,12,N00052
arrival,Washington Dulles International Airport,2915,686,12,N00052
departure,Washington Dulles International Airport,2941,721,42,N00052
arrival,O'Hare International Airport,3092,721,42,N00052
departure,O'Hare International Airport,3118,768,96,N00052
arrival,San Francisco International Airport,3423,768,96,N00052
departure,San Francisco International Airport,3459,849,22,N00052
arrival,Harry Reid International Airport,3587,849,22,N00052
departure,Harry Reid International Airport,3613,889,10,N00052
arrival,San Diego International Airport,3716,889,10,N00052
departure,San Diego International Airport,3742,928,34,N00052
arrival,Dallas/Fort Worth International Airport,3964,928,34,N00052
departure,Dallas/Fort Worth International Airport,3990,993,38,N00052
arrival,Minneapolis-Saint Paul International Airport,4173,993,38,N00052
departure,Minneapolis-Saint Paul International Airport,4199,1045,45,N00052
arrival,Hartsfield-Jackson Atlanta International Airport,4389,1045,45,N00052
departure,Hartsfield-Jackson Atlanta International Airport,4425,1099,30,N00052
arrival,George Bush Intercontinental Airport,4588,1099,30,N00052
departure,George Bush Intercontinental Airport,4614,1152,29,N00052
arrival,Los Angeles International Airport,4856,1152,29,N00052
departure,Los Angeles International Airport,4892,1221,9,N00052
arrival,Charlotte Douglas International Airport,null,1221,9,N00052
departure,Dallas/Fort Worth International Airport,86,53,140,N00053
arrival,John F. Kennedy International Airport,334,53,140,N00053
departure,John F. Kennedy International Airport,370,109,160,N00053
arrival,Los Angeles International Airport,745,109,160,N00053
departure,Los Angeles International Airport,771,194,160,N00053
arrival,Phoenix Sky Harbor International Airport,894,194,160,N00053
departure,Phoenix Sky Harbor International Airport,920,229,92,N00053
arrival,San Francisco International Airport,1076,229,92,N00053
departure,San Francisco International Airport,1112,273,80,N00053
arrival,Seattle-Tacoma International Airport,1272,273,80,N00053
departure,Seattle-Tacoma International Airport,1298,330,104,N00053
arrival,O'Hare International Airport,1593,330,104,N00053
departure,O'Hare International Airport,1629,400,88,N00053
arrival,Los Angeles International Airport,1922,400,88,N00053
departure,Los Angeles International Airport,1958,475,13,N00053
arrival,Logan International Airport,2360,475,13,N00053
departure,Logan International Airport,2386,573,21,N00053
arrival,Ronald Reagan Washington National Airport,2512,573,21,N00053
departure,Ronald Reagan Washington National Airport,2538,612,27,N00053
arrival,LaGuardia Airport,2636,612,27,N00053
departure,LaGuardia Airport,2662,645,30,N00053
arrival,Ronald Reagan Washington National Airport,2760,645,30,N00053
departure,Ronald Reagan Washington National Airport,2786,682,12,N00053
arrival,Charlotte Douglas International Airport,2898,682,12,N00053
departure,Charlotte Douglas International Airport,2934,717,22,N00053
arrival,Philadelphia International Airport,3067,717,22,N00053
departure,Philadelphia International Airport,3093,755,78,N00053
arrival,O'Hare International Airport,3255,755,78,N00053
departure,O'Hare International Airport,3281,806,42,N00053
arrival,Philadelphia International Airport,3443,806,42,N00053
departure,Philadelphia International Airport,3469,853,42,N00053
arrival,Logan International Airport,3575,853,42,N00053
departure,Logan International Airport,3601,887,42,N00053
arrival,Philadelphia International Airport,3707,887,42,N00053
departure,Philadelphia International Airport,3733,925,52,N00053
arrival,Hartsfield-Jackson Atlanta International Airport,3893,925,52,N00053
departure,Hartsfield-Jackson Atlanta International Airport,3919,974,27,N00053
arrival,Ronald Reagan Washington National Airport,4065,974,27,N00053
departure,Ronald Reagan Washington National Airport,4101,1019,42,N00053
arrival,O'Hare International Airport,4255,1019,42,N00053
departure,O'Hare International Airport,4281,1069,44,N00053
arrival,San Diego International Airport,4572,1069,44,N00053
departure,San Diego International Airport,4598,1151,21,N00053
arrival,Denver International Airport,4781,1151,21,N00053
departure,Denver International Airport,4807,1202,15,N00053
arrival,Dallas/Fort Worth International Airport,4967,1202,15,N00053
departure,Dallas/Fort Worth International Airport,5003,1250,37,N00053
arrival,San Francisco International Airport,null,1250,37,N00053
departure,Denver International Airport,86,54,48,N00054
arrival,Hartsfield-Jackson Atlanta International Airport,313,54,48,N00054
departure,Hartsfield-Jackson Atlanta International Airport,339,101,52,N00054
arrival,Miami International Airport,491,101,52,N00054
departure,Miami International Airport,517,141,28,N00054
arrival,Tampa International Airport,614,141,28,N00054
departure,Tampa International Airport,640,162,28,N00054
arrival,Fort Lauderdale-Hollywood International Airport,729,162,28,N00054
departure,Fort Lauderdale-Hollywood International Airport,765,191,152,N00054
arrival,Los Angeles International Airport,1125,191,152,N00054
departure,Los Angeles International Airport,1151,288,160,N00054
arrival,Denver International Airport,1335,288,160,N00054
departure,Denver International Airport,1371,340,52,N00054
arrival,Newark Liberty International Airport,1652,340,52,N00054
departure,Newark Liberty International Airport,1678,414,69,N00054
arrival,Logan International Airport,1774,414,69,N00054
departure,Logan International Airport,1800,443,66,N00054
arrival,LaGuardia Airport,1888,443,66,N00054
departure,LaGuardia Airport,1914,469,132,N00054
arrival,O'Hare International Airport,2082,469,132,N00054
departure,O'Hare International Airport,2108,507,99,N00054
arrival,Logan International Airport,2293,507,99,N00054
departure,Logan International Airport,2329,554,96,N00054
arrival,O'Hare International Airport,2513,554,96,N00054
departure,O'Hare International Airport,2539,613,63,N00054
arrival,Tampa International Airport,2742,613,63,N00054
departure,Tampa International Airport,2768,673,18,N00054
arrival,Charlotte Douglas International Airport,2908,673,18,N00054
departure,Charlotte Douglas International Airport,2934,718,12,N00054
arrival,Nashville International Airport,3066,718,12,N00054
departure,Nashville International Airport,3092,754,18,N00054
arrival,Detroit Metropolitan Airport,3226,754,18,N00054
departure,Detroit Metropolitan Airport,3252,800,56,N00054
arrival,O'Hare International Airport,3354,800,56,N00054
departure,O'Hare International Airport,3390,834,66,N00054
arrival,Phoenix Sky Harbor International Airport,3641,834,66,N00054
departure,Phoenix Sky Harbor International Airport,3667,902,14,N00054
arrival,Harry Reid International Airport,3770,902,14,N00054
departure,Harry Reid International Airport,3796,941,22,N00054
arrival,San Francisco International Airport,3924,941,22,N00054
departure,San Francisco International Airport,3960,984,66,N00054
arrival,Newark Liberty International Airport,4357,984,66,N00054
departure,Newark Liberty International Airport,4383,1094,40,N00054
arrival,Detroit Metropolitan Airport,4520,1094,40,N00054
departure,Detroit Metropolitan Airport,4546,1131,20,N00054
arrival,Newark Liberty International Airport,4683,1131,20,N00054
departure,Newark Liberty International Airport,4719,1177,33,N00054
arrival,George Bush Intercontinental Airport,4963,1177,33,N00054
departure,George Bush Intercontinental Airport,4989,1248,48,N00054
arrival,Phoenix Sky Harbor International Airport,null,1248,48,N00054
