aircraft tail number,flight number,source airport,destination airport,departure time,arrival time,number of passengers
N00045,92,Hartsfield-Jackson Atlanta International Airport,LaGuardia Airport,282,454,140
N00045,135,LaGuardia Airport,Los Angeles International Airport,490,864,160
N00045,219,Los Angeles International Airport,Logan International Airport,900,1302,151
N00045,317,Logan International Airport,Ronald Reagan Washington National Airport,1328,1454,35
N00045,360,Ronald Reagan Washington National Airport,Newark Liberty International Airport,1480,1569,36
N00045,390,Newark Liberty International Airport,O'Hare International Airport,1605,1771,132
N00045,436,O'Hare International Airport,John F. Kennedy International Airport,1797,1967,20
N00045,480,John F. Kennedy International Airport,Los Angeles International Airport,2003,2378,20
N00045,584,Los Angeles International Airport,Tampa International Airport,2414,2761,160
N00045,682,Tampa International Airport,Dallas/Fort Worth International Airport,2787,2978,80
N00045,732,Dallas/Fort Worth International Airport,George Bush Intercontinental Airport,3004,3105,114
N00045,768,George Bush Intercontinental Airport,Los Angeles International Airport,3141,3383,160
N00045,838,Los Angeles International Airport,George Bush Intercontinental Airport,3409,3654,19
N00045,910,George Bush Intercontinental Airport,Dallas/Fort Worth International Airport,3680,3781,74
N00045,942,Dallas/Fort Worth International Airport,Nashville International Airport,3807,3963,33
N00045,991,Nashville International Airport,Dallas/Fort Worth International Airport,3999,4155,44
N00045,1037,Dallas/Fort Worth International Airport,Fort Lauderdale-Hollywood International Airport,4181,4396,64
N00045,1098,Fort Lauderdale-Hollywood International Airport,Charlotte Douglas International Airport,4422,4576,20
N00045,1146,Charlotte Douglas International Airport,Newark Liberty International Airport,4602,4744,36
N00045,1191,Newark Liberty International Airport,Logan International Airport,4770,4866,46
N00045,1229,Logan International Airport,LaGuardia Airport,4892,4980,44
N00045,1254,LaGuardia Airport,Hartsfield-Jackson Atlanta International Airport,5016,5187,56
N00045,1317,Hartsfield-Jackson Atlanta International Airport,San Francisco International Airport,5213,5551,60
N00045,1411,San Francisco International Airport,Philadelphia International Airport,5587,5978,150
N00045,1526,Philadelphia International Airport,Charlotte Douglas International Airport,6004,6136,22
N00045,1572,Charlotte Douglas International Airport,Denver International Airport,6172,6411,15
N00045,1638,Denver International Airport,Philadelphia International Airport,6437,6712,24
N00045,1713,Philadelphia International Airport,Austin-Bergstrom International Airport,6748,6996,50
N00045,1772,Austin-Bergstrom International Airport,Tampa International Airport,7022,7212,20
N00045,1817,Tampa International Airport,O'Hare International Airport,7238,7439,40
N00045,1860,O'Hare International Airport,San Diego International Airport,7475,7766,44
N00045,1926,San Diego International Airport,Seattle-Tacoma International Airport,7792,7995,27
N00045,1970,Seattle-Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,8031,8383,85
N00045,2035,Hartsfield-Jackson Atlanta International Airport,Phoenix Sky Harbor International Airport,8409,8683,40
N00045,2080,Phoenix Sky Harbor International Airport,Seattle-Tacoma International Airport,8719,8929,26
N00045,2118,Seattle-Tacoma International Airport,Harry Reid International Airport,8955,9138,12
N00045,2151,Harry Reid International Airport,Dallas/Fort Worth International Airport,9164,9372,24
N00045,2267,Dallas/Fort Worth International Airport,Salt Lake City International Airport,10115,10313,14
N00045,2292,Salt Lake City International Airport,Minneapolis-Saint Paul International Airport,10339,10537,6
N00045,2316,Minneapolis-Saint Paul International Airport,San Francisco International Airport,10563,10836,36
N00045,2342,San Francisco International Airport,Detroit Metropolitan Airport,10872,11209,84
N00045,2376,Detroit Metropolitan Airport,San Francisco International Airport,11245,11574,63
N00045,2406,San Francisco International Airport,Minneapolis-Saint Paul International Airport,11600,11877,36
N00045,2428,Minneapolis-Saint Paul International Airport,Seattle-Tacoma International Airport,11913,12157,20
N00045,2448,Seattle-Tacoma International Airport,Newark Liberty International Airport,12193,12569,72
N00045,2473,Newark Liberty International Airport,Austin-Bergstrom International Airport,12605,12861,44
N00045,2489,Austin-Bergstrom International Airport,Salt Lake City International Airport,12887,13094,8
N00045,2498,Salt Lake City International Airport,Austin-Bergstrom International Airport,13120,13330,6
N00045,2511,Austin-Bergstrom International Airport,San Francisco International Airport,13366,13622,33
N00045,2524,San Francisco International Airport,Logan International Airport,13658,14072,96
N00045,2547,Logan International Airport,Tampa International Airport,14108,14327,22
N00045,2559,Tampa International Airport,Austin-Bergstrom International Airport,14353,14542,10
N00045,2565,Austin-Bergstrom International Airport,Philadelphia International Airport,14568,14819,30
N00045,2575,Philadelphia International Airport,San Francisco International Airport,14855,15235,60
N00045,2578,San Francisco International Airport,Austin-Bergstrom International Airport,15271,null,36
N00046,46,Denver International Airport,San Diego International Airport,86,268,30
N00046,97,San Diego International Airport,Denver International Airport,294,477,35
N00046,140,Denver International Airport,Charlotte Douglas International Airport,503,745,25
N00046,190,Charlotte Douglas International Airport,O'Hare International Airport,771,923,85
N00046,236,O'Hare International Airport,Fort Lauderdale-Hollywood International Airport,959,1183,105
N00046,289,Fort Lauderdale-Hollywood International Airport,Orlando International Airport,1209,1296,30
N00046,315,Orlando International Airport,Miami International Airport,1322,1411,30
N00046,342,Miami International Airport,Orlando International Airport,1437,1526,30
N00046,375,Orlando International Airport,Hartsfield-Jackson Atlanta International Airport,1552,1681,44
N00046,418,Hartsfield-Jackson Atlanta International Airport,O'Hare International Airport,1707,1862,41
N00046,457,O'Hare International Airport,Logan International Airport,1888,2073,132
N00046,500,Logan International Airport,Denver International Airport,2109,2403,40
N00046,592,Denver International Airport,Miami International Airport,2429,2723,24
N00046,669,Miami International Airport,Denver International Airport,2759,3048,24
N00046,754,Denver International Airport,Dallas/Fort Worth International Airport,3074,3234,45
N00046,801,Dallas/Fort Worth International Airport,San Francisco International Airport,3260,3514,82
N00046,870,San Francisco International Airport,Los Angeles International Airport,3550,3663,160
N00046,914,Los Angeles International Airport,Detroit Metropolitan Airport,3689,4014,120
N00046,1005,Detroit Metropolitan Airport,Orlando International Airport,4040,4234,40
N00046,1062,Orlando International Airport,Los Angeles International Airport,4270,4616,132
N00046,1160,Los Angeles International Airport,LaGuardia Airport,4652,5037,24
N00046,1276,LaGuardia Airport,Washington Dulles International Airport,5063,5162,30
N00046,1304,Washington Dulles International Airport,Hartsfield-Jackson Atlanta International Airport,5188,5332,27
N00046,1352,Hartsfield-Jackson Atlanta International Airport,Denver International Airport,5368,5593,48
N00046,1424,Denver International Airport,Newark Liberty International Airport,5619,5900,26
N00046,1504,Newark Liberty International Airport,Washington Dulles International Airport,5926,6024,20
N00046,1538,Washington Dulles International Airport,Logan International Airport,6050,6178,21
N00046,1581,Logan International Airport,Philadelphia International Airport,6204,6310,42
N00046,1621,Philadelphia International Airport,Nashville International Airport,6346,6505,27
N00046,1668,Nashville International Airport,Tampa International Airport,6531,6683,16
N00046,1707,Tampa International Airport,Washington Dulles International Airport,6709,6885,20
N00046,1748,Washington Dulles International Airport,Tampa International Airport,6911,7086,16
N00046,1790,Tampa International Airport,Logan International Airport,7122,7344,55
N00046,1840,Logan International Airport,Dallas/Fort Worth International Airport,7370,7642,52
N00046,1905,Dallas/Fort Worth International Airport,Ronald Reagan Washington National Airport,7678,7902,44
N00046,1958,Ronald Reagan Washington National Airport,Tampa International Airport,7928,8104,16
N00046,1993,Tampa International Airport,Philadelphia International Airport,8130,8320,26
N00046,2028,Philadelphia International Airport,Minneapolis-Saint Paul International Airport,8356,8551,48
N00046,2065,Minneapolis-Saint Paul International Airport,Tampa International Airport,8577,8813,40
N00046,2105,Tampa International Airport,John F. Kennedy International Airport,8839,9039,28
N00046,2139,John F. Kennedy International Airport,Tampa International Airport,9075,9273,45
N00046,2172,Tampa International Airport,Ronald Reagan Washington National Airport,9299,9476,20
N00046,2198,Ronald Reagan Washington National Airport,Los Angeles International Airport,9512,9868,78
N00046,2240,Los Angeles International Airport,Ronald Reagan Washington National Airport,9904,10269,10
N00046,2285,Ronald Reagan Washington National Airport,Dallas/Fort Worth International Airport,10295,10517,33
N00047,47,O'Hare International Airport,Newark Liberty International Airport,86,253,160
N00047,89,Newark Liberty International Airport,Denver International Airport,279,555,70
N00047,153,Denver International Airport,Washington Dulles International Airport,581,837,20
N00047,209,Washington Dulles International Airport,O'Hare International Airport,873,1024,70
N00047,256,O'Hare International Airport,Miami International Airport,1050,1276,105
N00047,313,Miami International Airport,Tampa International Airport,1302,1399,35
N00047,337,Tampa International Airport,Los Angeles International Airport,1435,1774,76
N00047,437,Los Angeles International Airport,John F. Kennedy International Airport,1810,2196,141
N00047,536,John F. Kennedy International Airport,Logan International Airport,2222,2310,92
N00047,564,Logan International Airport,Los Angeles International Airport,2346,2737,48
N00047,674,Los Angeles International Airport,Fort Lauderdale-Hollywood International Airport,2773,3142,91
N00047,774,Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,3178,3538,152
N00047,875,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,3574,3897,160
N00047,974,Hartsfield-Jackson Atlanta International Airport,Fort Lauderdale-Hollywood International Airport,3923,4074,39
N00047,1021,Fort Lauderdale-Hollywood International Airport,O'Hare International Airport,4100,4321,100
N00047,1082,O'Hare International Airport,San Francisco International Airport,4357,4662,96
N00047,1170,San Francisco International Airport,Salt Lake City International Airport,4688,4839,24
N00047,1219,Salt Lake City International Airport,Harry Reid International Airport,4865,4988,6
N00047,1256,Harry Reid International Airport,San Diego International Airport,5014,5117,15
N00047,1293,San Diego International Airport,Harry Reid International Airport,5143,5246,15
N00047,1329,Harry Reid International Airport,George Bush Intercontinental Airport,5282,5508,55
N00047,1396,George Bush Intercontinental Airport,Detroit Metropolitan Airport,5534,5742,84
N00047,1457,Detroit Metropolitan Airport,Hartsfield-Jackson Atlanta International Airport,5768,5920,36
N00047,1509,Hartsfield-Jackson Atlanta International Airport,Nashville International Airport,5946,6046,9
N00047,1548,Nashville International Airport,O'Hare International Airport,6072,6202,13
N00047,1587,O'Hare International Airport,Seattle-Tacoma International Airport,6238,6528,38
N00047,1676,Seattle-Tacoma International Airport,Salt Lake City International Airport,6554,6715,6
N00047,1715,Salt Lake City International Airport,San Diego International Airport,6741,6894,6
N00047,1752,San Diego International Airport,O'Hare International Airport,6930,7226,84
N00047,1819,O'Hare International Airport,Austin-Bergstrom International Airport,7252,7449,32
N00047,1865,Austin-Bergstrom International Airport,Nashville International Airport,7475,7654,9
N00047,1907,Nashville International Airport,John F. Kennedy International Airport,7690,7861,27
N00047,1953,John F. Kennedy International Airport,Detroit Metropolitan Airport,7887,8026,40
N00047,1977,Detroit Metropolitan Airport,Baltimore/Washington International Airport,8052,8180,12
N00047,2003,Baltimore/Washington International Airport,Nashville International Airport,8206,8355,9
N00047,2034,Nashville International Airport,Austin-Bergstrom International Airport,8381,8550,12
N00047,2064,Austin-Bergstrom International Airport,Fort Lauderdale-Hollywood International Airport,8586,8798,25
N00047,2103,Fort Lauderdale-Hollywood International Airport,John F. Kennedy International Airport,8824,9032,42
N00047,2137,John F. Kennedy International Airport,Minneapolis-Saint Paul International Airport,9058,9258,34
N00047,2169,Minneapolis-Saint Paul International Airport,Washington Dulles International Airport,9294,9482,15
N00047,2199,Washington Dulles International Airport,Los Angeles International Airport,9508,9862,78
N00047,2238,Los Angeles International Airport,Washington Dulles International Airport,9898,10261,116
N00047,2281,Washington Dulles International Airport,Miami International Airport,10287,10475,16
N00047,2305,Miami International Airport,Ronald Reagan Washington National Airport,10511,10701,16
N00047,2328,Ronald Reagan Washington National Airport,George Bush Intercontinental Airport,10727,10949,40
N00047,2352,George Bush Intercontinental Airport,San Diego International Airport,10975,11208,48
N00047,2375,San Diego International Airport,Austin-Bergstrom International Airport,11244,11463,10
N00047,2396,Austin-Bergstrom International Airport,Harry Reid International Airport,11489,11697,16
N00047,2416,Harry Reid International Airport,O'Hare International Airport,11723,null,28
N00048,48,Hartsfield-Jackson Atlanta International Airport,Newark Liberty International Airport,86,256,140
N00048,93,Newark Liberty International Airport,Los Angeles International Airport,282,655,160
N00048,171,Los Angeles International Airport,Dallas/Fort Worth International Airport,691,920,160
N00048,235,Dallas/Fort Worth International Airport,Denver International Airport,946,1105,80
N00048,356,Denver International Airport,O'Hare International Airport,1465,1655,76
N00048,408,O'Hare International Airport,Dallas/Fort Worth International Airport,1681,1859,160
N00048,456,Dallas/Fort Worth International Airport,Los Angeles International Airport,1895,2122,55
N00048,514,Los Angeles International Airport,Seattle-Tacoma International Airport,2148,2340,160
N00048,570,Seattle-Tacoma International Airport,San Francisco International Airport,2366,2526,95
N00048,621,San Francisco International Airport,San Diego International Airport,2552,2684,64
N00048,661,San Diego International Airport,Dallas/Fort Worth International Airport,2720,2942,85
N00048,724,Dallas/Fort Worth International Airport,Los Angeles International Airport,2968,3195,139
N00048,789,Los Angeles International Airport,Newark Liberty International Airport,3231,3614,24
N00048,898,Newark Liberty International Airport,Hartsfield-Jackson Atlanta International Airport,3640,3809,84
N00048,951,Hartsfield-Jackson Atlanta International Airport,Charlotte Douglas International Airport,3835,3936,33
N00048,985,Charlotte Douglas International Airport,Washington Dulles International Airport,3962,4073,12
N00048,1020,Washington Dulles International Airport,LaGuardia Airport,4109,4209,27
N00048,1057,LaGuardia Airport,George Bush Intercontinental Airport,4235,4481,99
N00048,1122,George Bush Intercontinental Airport,San Francisco International Airport,4507,4785,70
N00048,1206,San Francisco International Airport,LaGuardia Airport,4821,5219,132
N00048,1322,LaGuardia Airport,Nashville International Airport,5245,5414,30
N00048,1377,Nashville International Airport,George Bush Intercontinental Airport,5450,5607,30
N00048,1432,George Bush Intercontinental Airport,Fort Lauderdale-Hollywood International Airport,5633,5828,75
N00048,1483,Fort Lauderdale-Hollywood International Airport,Dallas/Fort Worth International Airport,5854,6067,64
N00048,1552,Dallas/Fort Worth International Airport,San Diego International Airport,6103,6322,51
N00048,1624,San Diego International Airport,George Bush Intercontinental Airport,6348,6584,64
N00048,1682,George Bush Intercontinental Airport,Logan International Airport,6620,6898,72
N00048,1753,Logan International Airport,Detroit Metropolitan Airport,6924,7078,30
N00048,1788,Detroit Metropolitan Airport,Charlotte Douglas International Airport,7104,7243,24
N00048,1822,Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,7269,7461,56
N00048,1871,Dallas/Fort Worth International Airport,Washington Dulles International Airport,7497,7719,33
N00048,1921,Washington Dulles International Airport,Minneapolis-Saint Paul International Airport,7745,7931,20
N00048,1962,Minneapolis-Saint Paul International Airport,Nashville International Airport,7957,8119,15
N00048,1996,Nashville International Airport,Minneapolis-Saint Paul International Airport,8145,8306,20
N00048,2025,Minneapolis-Saint Paul International Airport,Baltimore/Washington International Airport,8342,8533,20
N00048,2061,Baltimore/Washington International Airport,Tampa International Airport,8559,8738,16
N00048,2092,Tampa International Airport,Newark Liberty International Airport,8764,8963,28
N00048,2124,Newark Liberty International Airport,Fort Lauderdale-Hollywood International Airport,8999,9204,42
N00048,2161,Fort Lauderdale-Hollywood International Airport,Washington Dulles International Airport,9230,9417,16
N00048,2190,Washington Dulles International Airport,Denver International Airport,9443,9695,12
N00049,49,Dallas/Fort Worth International Airport,Austin-Bergstrom International Airport,86,176,65
N00049,61,Austin-Bergstrom International Airport,Dallas/Fort Worth International Airport,202,292,60
N00049,101,Dallas/Fort Worth International Airport,Philadelphia International Airport,318,556,160
N00049,154,Philadelphia International Airport,Los Angeles International Airport,592,959,160
N00049,239,Los Angeles International Airport,Denver International Airport,985,1169,16
N00049,357,Denver International Airport,George Bush Intercontinental Airport,1475,1659,56
N00049,410,George Bush Intercontinental Airport,Denver International Airport,1685,1868,60
N00049,461,Denver International Airport,Orlando International Airport,1894,2168,20
N00049,528,Orlando International Airport,Fort Lauderdale-Hollywood International Airport,2194,2281,24
N00049,560,Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,2317,2467,52
N00049,605,Hartsfield-Jackson Atlanta International Airport,Tampa International Airport,2493,2623,52
N00049,644,Tampa International Airport,Fort Lauderdale-Hollywood International Airport,2649,2738,28
N00049,675,Fort Lauderdale-Hollywood International Airport,Denver International Airport,2764,3052,24
N00049,756,Denver International Airport,Salt Lake City International Airport,3078,3205,6
N00049,793,Salt Lake City International Airport,Denver International Airport,3231,3359,6
N00049,834,Denver International Airport,San Francisco International Airport,3395,3590,42
N00049,886,San Francisco International Airport,Los Angeles International Airport,3616,3729,18
N00049,931,Los Angeles International Airport,Phoenix Sky Harbor International Airport,3755,3878,160
N00049,969,Phoenix Sky Harbor International Airport,Austin-Bergstrom International Airport,3904,4087,32
N00049,1024,Austin-Bergstrom International Airport,O'Hare International Airport,4113,4312,80
N00049,1080,O'Hare International Airport,Salt Lake City International Airport,4348,4577,32
N00049,1147,Salt Lake City International Airport,Los Angeles International Airport,4603,4752,30
N00049,1194,Los Angeles International Airport,Austin-Bergstrom International Airport,4778,5006,160
N00049,1261,Austin-Bergstrom International Airport,Denver International Airport,5042,5215,10
N00049,1320,Denver International Airport,Austin-Bergstrom International Airport,5241,5415,10
N00049,1378,Austin-Bergstrom International Airport,Phoenix Sky Harbor International Airport,5441,5623,40
N00049,1437,Phoenix Sky Harbor International Airport,Minneapolis-Saint Paul International Airport,5649,5882,60
N00049,1497,Minneapolis-Saint Paul International Airport,Hartsfield-Jackson Atlanta International Airport,5918,6108,45
N00049,1566,Hartsfield-Jackson Atlanta International Airport,Ronald Reagan Washington National Airport,6134,6280,18
N00049,1608,Ronald Reagan Washington National Airport,Orlando International Airport,6306,6475,16
N00049,1655,Orlando International Airport,Newark Liberty International Airport,6501,6693,48
N00049,1709,Newark Liberty International Airport,Minneapolis-Saint Paul International Airport,6729,6927,51
N00049,1759,Minneapolis-Saint Paul International Airport,Denver International Airport,6953,7115,14
N00049,1792,Denver International Airport,LaGuardia Airport,7141,7424,26
N00049,1855,LaGuardia Airport,Charlotte Douglas International Airport,7460,7604,24
N00049,1894,Charlotte Douglas International Airport,Miami International Airport,7630,7787,20
N00049,1932,Miami International Airport,O'Hare International Airport,7813,8036,40
N00050,50,Denver International Airport,Seattle-Tacoma International Airport,86,288,40
N00050,98,Seattle-Tacoma International Airport,Denver International Airport,314,518,40
N00050,148,Denver International Airport,Tampa International Airport,544,813,30
N00050,202,Tampa International Airport,Denver International Airport,849,1108,30
N00050,358,Denver International Airport,Minneapolis-Saint Paul International Airport,1465,1627,28
N00050,400,Minneapolis-Saint Paul International Airport,O'Hare International Airport,1653,1767,96
N00050,434,O'Hare International Airport,John F. Kennedy International Airport,1793,1963,160
N00050,478,John F. Kennedy International Airport,Los Angeles International Airport,1999,2374,160
N00050,582,Los Angeles International Airport,Harry Reid International Airport,2400,2501,155
N00050,614,Harry Reid International Airport,San Francisco International Airport,2527,2655,55
N00050,653,San Francisco International Airport,Seattle-Tacoma International Airport,2681,2841,100
N00050,705,Seattle-Tacoma International Airport,O'Hare International Airport,2877,3172,130
N00050,783,O'Hare International Airport,Detroit Metropolitan Airport,3198,3301,87
N00050,819,Detroit Metropolitan Airport,Los Angeles International Airport,3337,3655,108
N00050,911,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,3691,4014,8
N00050,1006,Hartsfield-Jackson Atlanta International Airport,Logan International Airport,4040,4235,63
N00050,1063,Logan International Airport,Charlotte Douglas International Airport,4261,4426,45
N00050,1107,Charlotte Douglas International Airport,Ronald Reagan Washington National Airport,4462,4574,12
N00050,1145,Ronald Reagan Washington National Airport,LaGuardia Airport,4600,4698,18
N00050,1176,LaGuardia Airport,Logan International Airport,4724,4812,46
N00050,1210,Logan International Airport,O'Hare International Airport,4838,5022,39
N00050,1266,O'Hare International Airport,Denver International Airport,5048,5236,40
N00050,1325,Denver International Airport,Detroit Metropolitan Airport,5262,5478,18
N00050,1391,Detroit Metropolitan Airport,Newark Liberty International Airport,5514,5651,40
N00050,1443,Newark Liberty International Airport,George Bush Intercontinental Airport,5677,5921,66
N00050,1510,George Bush Intercontinental Airport,Nashville International Airport,5947,6105,30
N00050,1565,Nashville International Airport,Ronald Reagan Washington National Airport,6131,6277,12
N00050,1607,Ronald Reagan Washington National Airport,Detroit Metropolitan Airport,6303,6430,18
N00050,1642,Detroit Metropolitan Airport,Dallas/Fort Worth International Airport,6466,6664,44
N00050,1701,Dallas/Fort Worth International Airport,Miami International Airport,6690,6906,32
N00050,1754,Miami International Airport,Charlotte Douglas International Airport,6932,7088,15
N00050,1791,Charlotte Douglas International Airport,Logan International Airport,7114,7280,36
N00050,1830,Logan International Airport,Washington Dulles International Airport,7316,7444,14
N00050,1862,Washington Dulles International Airport,Nashville International Airport,7470,7613,9
N00050,1895,Nashville International Airport,LaGuardia Airport,7639,7809,27
N00050,1939,LaGuardia Airport,Fort Lauderdale-Hollywood International Airport,7835,8042,56
N00050,1984,Fort Lauderdale-Hollywood International Airport,Newark Liberty International Airport,8078,8285,56
N00050,2021,Newark Liberty International Airport,Orlando International Airport,8311,8501,36
N00050,2053,Orlando International Airport,Baltimore/Washington International Airport,8527,8701,16
N00050,2082,Baltimore/Washington International Airport,Minneapolis-Saint Paul International Airport,8727,8917,20
N00050,2116,Minneapolis-Saint Paul International Airport,Philadelphia International Airport,8953,9149,30
N00050,2154,Philadelphia International Airport,Tampa International Airport,9175,9363,42
N00050,2183,Tampa International Airport,Baltimore/Washington International Airport,9389,9569,20
N00050,2208,Baltimore/Washington International Airport,Los Angeles International Airport,9605,9963,93
N00050,2256,Los Angeles International Airport,Baltimore/Washington International Airport,9999,10367,145
N00050,2299,Baltimore/Washington International Airport,Dallas/Fort Worth International Airport,10393,10618,44
N00051,51,O'Hare International Airport,Newark Liberty International Airport,86,253,65
N00051,90,Newark Liberty International Airport,Los Angeles International Airport,279,652,160
N00051,169,Los Angeles International Airport,Dallas/Fort Worth International Airport,688,917,160
N00051,233,Dallas/Fort Worth International Airport,Philadelphia International Airport,943,1181,5
N00051,288,Philadelphia International Airport,Hartsfield-Jackson Atlanta International Airport,1207,1367,130
N00051,331,Hartsfield-Jackson Atlanta International Airport,San Diego International Airport,1403,1713,70
N00051,424,San Diego International Airport,Phoenix Sky Harbor International Airport,1739,1848,44
N00051,452,Phoenix Sky Harbor International Airport,Los Angeles International Airport,1874,1997,160
N00051,487,Los Angeles International Airport,George Bush Intercontinental Airport,2033,2278,15
N00051,559,George Bush Intercontinental Airport,John F. Kennedy International Airport,2304,2554,160
N00051,631,John F. Kennedy International Airport,Dallas/Fort Worth International Airport,2590,2835,140
N00051,703,Dallas/Fort Worth International Airport,Tampa International Airport,2861,3053,68
N00051,757,Tampa International Airport,Hartsfield-Jackson Atlanta International Airport,3079,3208,39
N00051,794,Hartsfield-Jackson Atlanta International Airport,Dallas/Fort Worth International Airport,3234,3404,87
N00051,845,Dallas/Fort Worth International Airport,Detroit Metropolitan Airport,3440,3639,69
N00051,904,Detroit Metropolitan Airport,John F. Kennedy International Airport,3665,3805,60
N00051,949,John F. Kennedy International Airport,Ronald Reagan Washington National Airport,3831,3929,40
N00051,981,Ronald Reagan Washington National Airport,John F. Kennedy International Airport,3955,4053,27
N00051,1015,John F. Kennedy International Airport,Washington Dulles International Airport,4079,4178,40
N00051,1044,Washington Dulles International Airport,Detroit Metropolitan Airport,4204,4328,24
N00051,1083,Detroit Metropolitan Airport,O'Hare International Airport,4354,4456,56
N00051,1115,O'Hare International Airport,Ronald Reagan Washington National Airport,4482,4636,28
N00051,1165,Ronald Reagan Washington National Airport,Hartsfield-Jackson Atlanta International Airport,4672,4818,36
N00051,1211,Hartsfield-Jackson Atlanta International Airport,George Bush Intercontinental Airport,4844,5007,45
N00051,1262,George Bush Intercontinental Airport,Newark Liberty International Airport,5033,5280,66
N00051,1341,Newark Liberty International Airport,Ronald Reagan Washington National Airport,5306,5395,20
N00051,1375,Ronald Reagan Washington National Airport,Nashville International Airport,5421,5567,12
N00051,1418,Nashville International Airport,Philadelphia International Airport,5603,5763,36
N00051,1463,Philadelphia International Airport,Dallas/Fort Worth International Airport,5789,6024,66
N00051,1539,Dallas/Fort Worth International Airport,Orlando International Airport,6050,6249,28
N00051,1599,Orlando International Airport,Nashville International Airport,6275,6427,12
N00051,1641,Nashville International Airport,Baltimore/Washington International Airport,6463,6612,12
N00051,1689,Baltimore/Washington International Airport,Orlando International Airport,6638,6811,16
N00051,1738,Orlando International Airport,Washington Dulles International Airport,6837,7007,16
N00051,1777,Washington Dulles International Airport,Dallas/Fort Worth International Airport,7033,7252,55
N00051,1825,Dallas/Fort Worth International Airport,Harry Reid International Airport,7288,7494,36
N00051,1877,Harry Reid International Airport,Seattle-Tacoma International Airport,7520,7702,18
N00051,1916,Seattle-Tacoma International Airport,George Bush Intercontinental Airport,7728,8040,76
N00051,1982,George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,8076,8300,40
N00051,2024,Ronald Reagan Washington National Airport,Fort Lauderdale-Hollywood International Airport,8326,8512,16
N00051,2057,Fort Lauderdale-Hollywood International Airport,Nashville International Airport,8538,8711,16
N00051,2085,Nashville International Airport,Fort Lauderdale-Hollywood International Airport,8737,8911,16
N00051,2115,Fort Lauderdale-Hollywood International Airport,Ronald Reagan Washington National Airport,8947,9134,16
N00051,2150,Ronald Reagan Washington National Airport,Denver International Airport,9160,9415,12
N00051,2189,Denver International Airport,John F. Kennedy International Airport,9451,9734,26
N00051,2230,John F. Kennedy International Airport,Austin-Bergstrom International Airport,9760,10025,55
N00051,2261,Austin-Bergstrom International Airport,Charlotte Douglas International Airport,10061,10264,12
N00051,2282,Charlotte Douglas International Airport,Minneapolis-Saint Paul International Airport,10290,10479,21
N00051,2306,Minneapolis-Saint Paul International Airport,Logan International Airport,10505,10719,24
N00051,2330,Logan International Airport,George Bush Intercontinental Airport,10755,11029,48
N00051,2362,George Bush Intercontinental Airport,Baltimore/Washington International Airport,11055,11282,40
N00051,2385,Baltimore/Washington International Airport,George Bush Intercontinental Airport,11318,11543,40
N00051,2403,George Bush Intercontinental Airport,Seattle-Tacoma International Airport,11569,11875,60
N00051,2427,Seattle-Tacoma International Airport,San Diego International Airport,11911,12116,18
N00051,2446,San Diego International Airport,Minneapolis-Saint Paul International Airport,12142,12412,24
N00051,2463,Minneapolis-Saint Paul International Airport,Orlando International Airport,12448,12685,28
N00051,2477,Orlando International Airport,Logan International Airport,12711,12925,27
N00051,2491,Logan International Airport,Minneapolis-Saint Paul International Airport,12951,13163,24
N00051,2504,Minneapolis-Saint Paul International Airport,Harry Reid International Airport,13199,13431,12
N00051,2514,Harry Reid International Airport,Nashville International Airport,13457,13734,15
N00051,2531,Nashville International Airport,Logan International Airport,13770,13962,14
N00051,2540,Logan International Airport,Nashville International Airport,13988,14178,14
N00051,2550,Nashville International Airport,Denver International Airport,14204,14405,8
N00052,52,Hartsfield-Jackson Atlanta International Airport,John F. Kennedy International Airport,86,258,140
N00052,94,John F. Kennedy International Airport,Denver International Airport,284,563,70
N00052,162,Denver International Airport,Ronald Reagan Washington National Airport,599,858,20
N00052,217,Ronald Reagan Washington National Airport,O'Hare International Airport,884,1038,70
N00052,264,O'Hare International Airport,Seattle-Tacoma International Airport,1064,1354,16
N00052,327,Seattle-Tacoma International Airport,Los Angeles International Airport,1390,1584,131
N00052,393,Los Angeles International Airport,O'Hare International Airport,1610,1908,73
N00052,466,O'Hare International Airport,Phoenix Sky Harbor International Airport,1944,2195,132
N00052,534,Phoenix Sky Harbor International Airport,O'Hare International Airport,2221,2476,128
N00052,606,O'Hare International Airport,Orlando International Airport,2512,2714,72
N00052,665,Orlando International Airport,Charlotte Douglas International Airport,2740,2875,20
N00052,709,Charlotte Douglas International Airport,LaGuardia Airport,2901,3045,60
N00052,753,LaGuardia Airport,O'Hare International Airport,3071,3239,88
N00052,804,O'Hare International Airport,Nashville International Airport,3265,3395,42
N00052,842,Nashville International Airport,Charlotte Douglas International Airport,3421,3532,12
N00052,873,Charlotte Douglas International Airport,Philadelphia International Airport,3568,3701,44
N00052,925,Philadelphia International Airport,Detroit Metropolitan Airport,3727,3860,57
