flight number,source airport,destination airport,number of passengers,scheduled departure time,scheduled arrival time,actual departure time,actual arrival time,aircraft tail number,aircraft type
633,Seattle-Tacoma International Airport,Denver International Airport,40,3206,3402,3206,3402,N00004,Boeing 737-600
701,Denver International Airport,O'Hare International Airport,95,3428,3612,3428,3612,N00004,Boeing 737-600
743,O'Hare International Airport,Philadelphia International Airport,119,3638,3796,3638,3796,N00004,Boeing 737-600
790,Philadelphia International Airport,Denver International Airport,65,3832,4091,3832,4091,N00004,Boeing 737-600
866,Denver International Airport,LaGuardia Airport,65,4117,4387,4117,4387,N00004,Boeing 737-600
945,LaGuardia Airport,Denver International Airport,70,4656,4922,4656,4922,N00004,Boeing 737-600
1031,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,60,4948,5166,4948,5166,N00004,Boeing 737-600
1080,Hartsfield-Jackson Atlanta International Airport,Dallas/Fort Worth International Airport,119,5192,5357,5192,5357,N00004,Boeing 737-600
1123,Dallas/Fort Worth International Airport,George Bush Intercontinental Airport,119,5383,5484,5383,5484,N00004,Boeing 737-600
1150,George Bush Intercontinental Airport,San Francisco International Airport,119,5520,5785,5520,5785,N00004,Boeing 737-600
1230,San Francisco International Airport,O'Hare International Airport,119,5811,6106,5811,6106,N00004,Boeing 737-600
1270,O'Hare International Airport,Los Angeles International Airport,119,6142,6421,6142,6421,N00004,Boeing 737-600
1338,Los Angeles International Airport,Dallas/Fort Worth International Airport,119,6447,6667,6447,6667,N00004,Boeing 737-600
1395,Dallas/Fort Worth International Airport,George Bush Intercontinental Airport,30,6693,6794,6693,6794,N00004,Boeing 737-600
1432,George Bush Intercontinental Airport,Newark Liberty International Airport,119,6830,7066,6830,7066,N00004,Boeing 737-600
1499,Newark Liberty International Airport,Charlotte Douglas International Airport,60,7092,7231,7092,7231,N00004,Boeing 737-600
1542,Charlotte Douglas International Airport,Los Angeles International Airport,5,7267,7584,7267,7584,N00004,Boeing 737-600
1599,Los Angeles International Airport,O'Hare International Airport,119,7620,7904,7620,7904,N00004,Boeing 737-600
1662,O'Hare International Airport,John F. Kennedy International Airport,90,7930,8095,7930,8095,N00004,Boeing 737-600
1704,John F. Kennedy International Airport,Logan International Airport,115,8121,8209,8121,8209,N00004,Boeing 737-600
1730,Logan International Airport,LaGuardia Airport,110,8235,8323,8235,8323,N00004,Boeing 737-600
1756,LaGuardia Airport,Dallas/Fort Worth International Airport,119,8359,8593,8359,8593,N00004,Boeing 737-600
1858,Dallas/Fort Worth International Airport,Denver International Airport,80,8966,9121,8966,9121,N00004,Boeing 737-600
1920,Denver International Airport,Dallas/Fort Worth International Airport,75,9147,9303,9147,9303,N00004,Boeing 737-600
1951,Dallas/Fort Worth International Airport,O'Hare International Airport,119,9329,9503,9329,9503,N00004,Boeing 737-600
2000,O'Hare International Airport,Detroit Metropolitan Airport,119,9529,9632,9529,9632,N00004,Boeing 737-600
2031,Detroit Metropolitan Airport,Newark Liberty International Airport,100,9668,9803,9668,9803,N00004,Boeing 737-600
2074,Newark Liberty International Airport,George Bush Intercontinental Airport,30,9829,10062,9829,10062,N00004,Boeing 737-600
2162,George Bush Intercontinental Airport,Logan International Airport,119,10156,10421,10156,10421,N00004,Boeing 737-600
2183,Logan International Airport,Los Angeles International Airport,119,10457,10826,10457,10826,N00004,Boeing 737-600
2273,Los Angeles International Airport,Dallas/Fort Worth International Airport,41,10862,11082,10862,11082,N00004,Boeing 737-600
2338,Dallas/Fort Worth International Airport,San Francisco International Airport,50,11108,11350,11108,11350,N00004,Boeing 737-600
2429,San Francisco International Airport,John F. Kennedy International Airport,119,11494,11871,11494,11871,N00004,Boeing 737-600
2488,John F. Kennedy International Airport,O'Hare International Airport,85,11897,12061,11897,12061,N00004,Boeing 737-600
2539,O'Hare International Airport,Los Angeles International Airport,119,12097,12376,12097,12376,N00004,Boeing 737-600
2603,Los Angeles International Airport,Dallas/Fort Worth International Airport,41,12402,12622,12402,12622,N00004,Boeing 737-600
2666,Dallas/Fort Worth International Airport,LaGuardia Airport,119,12658,12895,12658,12895,N00004,Boeing 737-600
2734,LaGuardia Airport,Detroit Metropolitan Airport,100,12921,13057,12921,13057,N00004,Boeing 737-600
2777,Detroit Metropolitan Airport,O'Hare International Airport,119,13286,13389,13286,13389,N00004,Boeing 737-600
2831,O'Hare International Airport,Los Angeles International Airport,119,13425,13704,13425,13710,N00004,Boeing 737-600
2894,Los Angeles International Airport,George Bush Intercontinental Airport,119,13736,13970,13736,13970,N00004,Boeing 737-600
2951,George Bush Intercontinental Airport,O'Hare International Airport,75,14006,14192,14006,14192,N00004,Boeing 737-600
3008,O'Hare International Airport,Phoenix Sky Harbor International Airport,119,14218,14458,14218,14458,N00004,Boeing 737-600
3076,Phoenix Sky Harbor International Airport,Hartsfield-Jackson Atlanta International Airport,100,14494,14760,14494,14760,N00004,Boeing 737-600
3111,Hartsfield-Jackson Atlanta International Airport,Denver International Airport,60,14786,15002,14786,15002,N00004,Boeing 737-600
3159,Denver International Airport,Minneapolis-Saint Paul International Airport,35,15028,15186,15028,15186,N00004,Boeing 737-600
3190,Minneapolis-Saint Paul International Airport,Denver International Airport,35,15222,15380,15222,15380,N00004,Boeing 737-600
3237,Denver International Airport,Newark Liberty International Airport,65,15406,15674,15406,15674,N00004,Boeing 737-600
3291,Newark Liberty International Airport,George Bush Intercontinental Airport,119,15700,15933,15700,15933,N00004,Boeing 737-600
3328,George Bush Intercontinental Airport,Denver International Airport,75,16176,16353,16176,18513,N00004,Boeing 737-600
3398,Denver International Airport,Salt Lake City International Airport,10,18539,18665,18539,18665,N00004,Boeing 737-600
3407,Salt Lake City International Airport,Denver International Airport,10,18691,18817,18691,18817,N00004,Boeing 737-600
3415,Denver International Airport,Los Angeles International Airport,119,19046,19223,19046,19223,N00004,Boeing 737-600
3430,Los Angeles International Airport,John F. Kennedy International Airport,119,19259,19623,19259,19623,N00004,Boeing 737-600
3449,John F. Kennedy International Airport,Denver International Airport,70,19659,19925,19659,19925,N00004,Boeing 737-600
3464,Denver International Airport,Harry Reid International Airport,20,19951,20103,19951,20103,N00004,Boeing 737-600
3475,Harry Reid International Airport,Los Angeles International Airport,119,20129,20230,20129,null,N00004,Boeing 737-600
32,Dallas/Fort Worth International Airport,Los Angeles International Airport,119,336,553,336,553,N00005,Boeing 737-600
116,Los Angeles International Airport,Newark Liberty International Airport,119,579,941,579,941,N00005,Boeing 737-600
193,Newark Liberty International Airport,Los Angeles International Airport,76,977,1329,977,1329,N00005,Boeing 737-600
275,Los Angeles International Airport,Denver International Airport,16,1355,1533,1355,1533,N00005,Boeing 737-600
332,Denver International Airport,Los Angeles International Airport,119,1776,1953,1776,1953,N00005,Boeing 737-600
397,Los Angeles International Airport,LaGuardia Airport,119,1979,2343,1979,2343,N00005,Boeing 737-600
476,LaGuardia Airport,Dallas/Fort Worth International Airport,119,2379,2613,2379,2613,N00005,Boeing 737-600
538,Dallas/Fort Worth International Airport,Philadelphia International Airport,119,2639,2867,2639,2867,N00005,Boeing 737-600
599,Philadelphia International Airport,San Francisco International Airport,119,2903,3262,2903,3272,N00005,Boeing 737-600
676,San Francisco International Airport,Dallas/Fort Worth International Airport,50,3308,3554,3308,3554,N00005,Boeing 737-600
733,Dallas/Fort Worth International Airport,George Bush Intercontinental Airport,55,3580,3681,3580,3681,N00005,Boeing 737-600
766,George Bush Intercontinental Airport,Dallas/Fort Worth International Airport,119,3707,3808,3707,3808,N00005,Boeing 737-600
792,Dallas/Fort Worth International Airport,San Francisco International Airport,50,3834,4076,3834,4076,N00005,Boeing 737-600
859,San Francisco International Airport,Salt Lake City International Airport,30,4112,4259,4112,4259,N00005,Boeing 737-600
905,Salt Lake City International Airport,Harry Reid International Airport,10,4285,4407,4285,4407,N00005,Boeing 737-600
946,Harry Reid International Airport,Denver International Airport,20,4646,4799,4646,4799,N00005,Boeing 737-600
1004,Denver International Airport,Dallas/Fort Worth International Airport,75,4825,4981,4825,4981,N00005,Boeing 737-600
1038,Dallas/Fort Worth International Airport,Los Angeles International Airport,119,5007,5224,5007,5224,N00005,Boeing 737-600
1094,Los Angeles International Airport,Detroit Metropolitan Airport,119,5260,5568,5260,5568,N00005,Boeing 737-600
1176,Detroit Metropolitan Airport,Newark Liberty International Airport,100,5594,5729,5594,5729,N00005,Boeing 737-600
1209,Newark Liberty International Airport,San Francisco International Airport,119,5765,6129,5765,6129,N00005,Boeing 737-600
1279,San Francisco International Airport,Los Angeles International Airport,119,6155,6267,6155,6267,N00005,Boeing 737-600
1311,Los Angeles International Airport,Newark Liberty International Airport,111,6303,6665,6303,6665,N00005,Boeing 737-600
1394,Newark Liberty International Airport,Dallas/Fort Worth International Airport,119,6701,6933,6701,6933,N00005,Boeing 737-600
1462,Dallas/Fort Worth International Airport,LaGuardia Airport,119,6959,7196,6959,7196,N00005,Boeing 737-600
1528,LaGuardia Airport,San Francisco International Airport,119,7232,7597,7232,7597,N00005,Boeing 737-600
1601,San Francisco International Airport,George Bush Intercontinental Airport,119,7633,7903,7633,7903,N00005,Boeing 737-600
1661,George Bush Intercontinental Airport,Los Angeles International Airport,119,7929,8160,7929,8160,N00005,Boeing 737-600
1721,Los Angeles International Airport,San Francisco International Airport,119,8186,8298,8186,8298,N00005,Boeing 737-600
1749,San Francisco International Airport,LaGuardia Airport,119,8334,8710,8334,8710,N00005,Boeing 737-600
1859,LaGuardia Airport,Dallas/Fort Worth International Airport,119,8976,9210,8976,9210,N00005,Boeing 737-600
1938,Dallas/Fort Worth International Airport,Los Angeles International Airport,119,9236,9453,9236,9453,N00005,Boeing 737-600
1985,Los Angeles International Airport,Logan International Airport,119,9489,9869,9489,9869,N00005,Boeing 737-600
2091,Logan International Airport,Hartsfield-Jackson Atlanta International Airport,105,9895,10081,9895,10081,N00005,Boeing 737-600
2141,Hartsfield-Jackson Atlanta International Airport,San Francisco International Airport,119,10117,10438,10117,10438,N00005,Boeing 737-600
2198,San Francisco International Airport,O'Hare International Airport,119,10474,10769,10474,10769,N00005,Boeing 737-600
2263,O'Hare International Airport,Los Angeles International Airport,17,10795,11074,10795,11074,N00005,Boeing 737-600
2333,Los Angeles International Airport,San Francisco International Airport,119,11110,11222,11110,11222,N00005,Boeing 737-600
2371,San Francisco International Airport,Hartsfield-Jackson Atlanta International Airport,119,11248,11576,11248,11576,N00005,Boeing 737-600
2463,Hartsfield-Jackson Atlanta International Airport,Los Angeles International Airport,119,11612,11912,11612,11928,N00005,Boeing 737-600
2513,Los Angeles International Airport,John F. Kennedy International Airport,119,11964,12328,11964,12328,N00005,Boeing 737-600
2590,John F. Kennedy International Airport,Dallas/Fort Worth International Airport,40,12364,12598,12364,12598,N00005,Boeing 737-600
2655,Dallas/Fort Worth International Airport,San Francisco International Airport,50,12624,12866,12624,12866,N00005,Boeing 737-600
2736,San Francisco International Airport,John F. Kennedy International Airport,119,12934,13311,12934,13311,N00005,Boeing 737-600
2796,John F. Kennedy International Airport,Los Angeles International Airport,119,13347,13701,13347,13702,N00005,Boeing 737-600
2892,Los Angeles International Airport,Dallas/Fort Worth International Airport,119,13728,13948,13728,13948,N00005,Boeing 737-600
2946,Dallas/Fort Worth International Airport,George Bush Intercontinental Airport,55,13984,14085,13984,14085,N00005,Boeing 737-600
2974,George Bush Intercontinental Airport,Dallas/Fort Worth International Airport,50,14111,14212,14111,14212,N00005,Boeing 737-600
3011,Dallas/Fort Worth International Airport,Philadelphia International Airport,119,14238,14466,14238,14466,N00005,Boeing 737-600
3077,Philadelphia International Airport,O'Hare International Airport,119,14726,14884,14726,14884,N00005,Boeing 737-600
3138,O'Hare International Airport,Dallas/Fort Worth International Airport,119,14910,15083,14910,15083,N00005,Boeing 737-600
3173,Dallas/Fort Worth International Airport,George Bush Intercontinental Airport,119,15109,15210,15109,15210,N00005,Boeing 737-600
3201,George Bush Intercontinental Airport,O'Hare International Airport,119,15246,15432,15246,15432,N00005,Boeing 737-600
3248,O'Hare International Airport,Detroit Metropolitan Airport,119,15458,15561,15458,15561,N00005,Boeing 737-600
3270,Detroit Metropolitan Airport,Los Angeles International Airport,81,15587,15889,15587,null,N00005,Boeing 737-600
25,Denver International Airport,Newark Liberty International Airport,65,83,351,83,351,N00006,Boeing 737-600
57,Newark Liberty International Airport,Denver International Airport,70,377,641,377,641,N00006,Boeing 737-600
132,Denver International Airport,Charlotte Douglas International Airport,25,677,908,677,908,N00006,Boeing 737-600
